title,article_id,ai4epi_fulltext_decision
"Bat-to-human: spike features determining ‘host jump’ of coronaviruses SARS-CoV, MERS-CoV, and beyond",PMID_26206723,EXCLUDE
"Emergence of MERS-CoV in the Middle East: Origins, Transmission, Treatment, and Perspectives",PMID_25474536,EXCLUDE
"COVID-19: A Global Challenge with Old History, Epidemiology and Progress So Far",PMID_33374759,EXCLUDE
Angiotensin receptor blockers as tentative SARS‐CoV‐2 therapeutics,PMID_32129518,EXCLUDE
Genomic characterization of the 2019 novel human-pathogenic coronavirus isolated from a patient with atypical pneumonia after visiting Wuhan,PMID_31987001,EXCLUDE
Genetic Evidence of Middle East Respiratory Syndrome Coronavirus (MERS-Cov) and Widespread Seroprevalence among Camels in Kenya,PMID_30570714,INCLUDE
A realistic two-strain model for MERS-CoV infection uncovers the high risk for epidemic propagation,PMID_32059047,INCLUDE
Detection of the Middle East Respiratory Syndrome Coronavirus Genome in an Air Sample Originating from a Camel Barn Owned by an Infected Patient,PMID_25053787,EXCLUDE
Prophylactic and postexposure efficacy of a potent human monoclonal antibody against MERS coronavirus,PMID_26216974,INCLUDE
Sex-Based Differences in Susceptibility to Severe Acute Respiratory Syndrome Coronavirus Infection,PMID_28373583,EXCLUDE
"Evolutionary Dynamics of MERS-CoV: Potential Recombination, Positive Selection and Transmission",PMID_27142087,INCLUDE
Early estimation of the case fatality rate of COVID-19 in mainland China: a data-driven analysis,PMID_32175421,EXCLUDE
Clinical benefit of remdesivir in rhesus macaques infected with SARS-CoV-2,PMID_32516797,EXCLUDE
"Middle East Respiratory Syndrome Coronavirus Transmission in Extended Family, Saudi Arabia, 2014",PMID_27191038,INCLUDE
Comparative Analysis of Eleven Healthcare-Associated Outbreaks of Middle East Respiratory Syndrome Coronavirus (Mers-Cov) from 2015 to 2017,PMID_31089148,INCLUDE
SARS/MERS/SARS-CoV-2 Outbreaks and Burnout Syndrome among Healthcare Workers. An Umbrella Systematic Review,PMID_33924026,EXCLUDE
Characterization and Demonstration of the Value of a Lethal Mouse Model of Middle East Respiratory Syndrome Coronavirus Infection and Disease,PMID_26446606,EXCLUDE
Host cell proteases: Critical determinants of coronavirus tropism and pathogenesis,PMID_25445340,EXCLUDE
Interplay between SARS-CoV-2 and the type I interferon response,PMID_32726355,EXCLUDE
Distinct Immune Response in Two MERS-CoV-Infected Patients: Can We Go from Bench to Bedside?,PMID_24551142,EXCLUDE
Inhibition of SARS-CoV-2 (previously 2019-nCoV) infection by a highly potent pan-coronavirus fusion inhibitor targeting its spike protein that harbors a high capacity to mediate membrane fusion,PMID_32231345,EXCLUDE
Multi-Organ Damage in Human Dipeptidyl Peptidase 4 Transgenic Mice Infected with Middle East Respiratory Syndrome-Coronavirus,PMID_26701103,EXCLUDE
Compounds with Therapeutic Potential against Novel Respiratory 2019 Coronavirus,PMID_32152082,EXCLUDE
COVID-19: A Multidisciplinary Review,PMID_32850602,EXCLUDE
Zoonotic origin and transmission of Middle East respiratory syndrome coronavirus in the <scp>UAE</scp>,PMID_29239118,INCLUDE
Bat Coronaviruses in China,PMID_30832341,EXCLUDE
Repurposing of Clinically Developed Drugs for Treatment of Middle East Respiratory Syndrome Coronavirus Infection,PMID_24841273,EXCLUDE
Coronavirus vaccine development: from SARS and MERS to COVID-19,PMID_33341119,EXCLUDE
"Emergence of a Novel Coronavirus, Severe Acute Respiratory Syndrome Coronavirus 2: Biology and Therapeutic Options",PMID_32161092,EXCLUDE
"Middle East Respiratory Syndrome Coronavirus in Bats, Saudi Arabia",PMID_24206838,EXCLUDE
Passive Immunotherapy with Dromedary Immune Serum in an Experimental Animal Model for Middle East Respiratory Syndrome Coronavirus Infection,PMID_25787284,EXCLUDE
"MERS Coronaviruses in Dromedary Camels, Egypt",PMID_24856660,INCLUDE
Taking forward a ‘One Health’ approach for turning the tide against the Middle East respiratory syndrome coronavirus and other zoonotic pathogens with epidemic potential,PMID_27321961,EXCLUDE
Replication and Shedding of MERS-CoV in Upper Respiratory Tract of Inoculated Dromedary Camels,PMID_25418529,EXCLUDE
"Antibodies against MERS Coronavirus in Dromedary Camels, United Arab Emirates, 2003 and 2013",PMID_24655412,EXCLUDE
Deployment of convalescent plasma for the prevention and treatment of COVID-19,PMID_32254064,EXCLUDE
Infectious Disease Threats in the Twenty-First Century: Strengthening the Global Response,PMID_30984169,EXCLUDE
"Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak",DOI_48e563479a12,EXCLUDE
An Animal Model of MERS Produced by Infection of Rhesus Macaques With MERS Coronavirus,PMID_24218506,EXCLUDE
Identification of sialic acid-binding function for the Middle East respiratory syndrome coronavirus spike glycoprotein,PMID_28923942,EXCLUDE
IFN-I response timing relative to virus replication determines MERS coronavirus infection outcomes,PMID_31355779,EXCLUDE
"Estimation of basic reproduction number of the Middle East respiratory syndrome coronavirus (MERS-CoV) during the outbreak in South Korea, 2015",PMID_28610609,INCLUDE
Bats and Coronaviruses,PMID_30634396,EXCLUDE
"A Comprehensive Literature Review on the Clinical Presentation, and Management of the Pandemic Coronavirus Disease 2019 (COVID-19)",PMID_32269893,EXCLUDE
Middle East respiratory syndrome coronavirus (MERS-CoV): A cluster analysis with implications for global management of suspected cases,PMID_26211569,INCLUDE
"Kinetics of Serologic Responses to MERS Coronavirus Infection in Humans, South Korea",PMID_26583829,INCLUDE
Blockade of the C5a–C5aR axis alleviates lung damage in <i>hDPP4</i> -transgenic mice infected with MERS-CoV,PMID_29691378,EXCLUDE
Characteristics of and Public Health Responses to the Coronavirus Disease 2019 Outbreak in China,PMID_32093211,EXCLUDE
Recombinant Receptor-Binding Domains of Multiple Middle East Respiratory Syndrome Coronaviruses (MERS-CoVs) Induce Cross-Neutralizing Antibodies against Divergent Human and Camel MERS-CoVs and Antibody Escape Mutants,PMID_27795425,EXCLUDE
"The clinical and virological features of the first imported case causing MERS-CoV outbreak in South Korea, 2015",PMID_28709419,EXCLUDE
Estimating and modelling the transmissibility of Middle East Respiratory Syndrome CoronaVirus during the 2015 outbreak in the Republic of Korea,PMID_28703921,INCLUDE
Current understanding of middle east respiratory syndrome coronavirus infection in human and animal models,PMID_30116605,EXCLUDE
Estimating the Severity and Subclinical Burden of Middle East Respiratory Syndrome Coronavirus Infection in the Kingdom of Saudi Arabia,PMID_26851269,INCLUDE
Comparison of incubation period distribution of human infections with MERS-CoV in South Korea and Saudi Arabia,PMID_27775012,INCLUDE
From SARS and MERS to COVID-19: a brief summary and comparison of severe acute respiratory infections caused by three highly pathogenic human coronaviruses,PMID_32854739,EXCLUDE
The discrepant epidemiology of Middle East respiratory syndrome coronavirus (MERS-CoV),PMID_32288979,EXCLUDE
"Sequential Emergence and Wide Spread of Neutralization Escape Middle East Respiratory Syndrome Coronavirus Mutants, South Korea, 2015",PMID_30900977,INCLUDE
"A quantitative model used to compare within-host SARS-CoV-2, MERS-CoV, and SARS-CoV dynamics provides insights into the pathogenesis and treatment of SARS-CoV-2",PMID_33750978,INCLUDE
Adaptive Evolution of MERS-CoV to Species Variation in DPP4,PMID_30110630,EXCLUDE
Infectious diseases epidemic threats and mass gatherings: refocusing global attention on the continuing spread of the Middle East Respiratory syndrome coronavirus (MERS-CoV),PMID_27604081,EXCLUDE
Coronaviruses Lacking Exoribonuclease Activity Are Susceptible to Lethal Mutagenesis: Evidence for Proofreading and Potential Therapeutics,PMID_23966862,EXCLUDE
The 2019‐new coronavirus epidemic: Evidence for virus evolution,PMID_31994738,EXCLUDE
A pandemic risk assessment of middle east respiratory syndrome coronavirus (MERS-CoV) in Saudi Arabia,PMID_29062261,INCLUDE
Current epidemiological situation of Middle East respiratory syndrome coronavirus clusters and implications for public health response in South Korea,DOI_5f1149319e66,EXCLUDE
Genomic determinants of pathogenicity in SARS-CoV-2 and other human coronaviruses,PMID_32522874,EXCLUDE
Global patterns in coronavirus diversity,PMID_28630747,EXCLUDE
"Molecular Epidemiology of Hospital Outbreak of Middle East Respiratory Syndrome, Riyadh, Saudi Arabia, 2014",PMID_26484549,INCLUDE
"Infection, Replication, and Transmission of Middle East Respiratory Syndrome Coronavirus in Alpacas",PMID_27070385,EXCLUDE
Clinical characteristics of hospitalized patients with SARS‐CoV‐2 infection: A single arm meta‐analysis,PMID_32108351,EXCLUDE
Crystal structure of Nsp15 endoribonuclease <scp>NendoU</scp> from <scp>SARS‐CoV</scp> ‐2,PMID_32304108,EXCLUDE
"Potential Rapid Diagnostics, Vaccine and Therapeutics for 2019 Novel Coronavirus (2019-nCoV): A Systematic Review",PMID_32110875,EXCLUDE
Middle East Respiratory Syndrome,PMID_28177862,EXCLUDE
Healthcare workers infected with Middle East respiratory syndrome coronavirus and infection control,DOI_5147ff2cb82e,INCLUDE
"Engineering a Replication-Competent, Propagation-Defective Middle East Respiratory Syndrome Coronavirus as a Vaccine Candidate",PMID_24023385,EXCLUDE
Predictive factors for pneumonia development and progression to respiratory failure in MERS-CoV infected patients,PMID_27519621,INCLUDE
CD8 <sup>+</sup> T Cells and Macrophages Regulate Pathogenesis in a Mouse Model of Middle East Respiratory Syndrome,DOI_6c5b05799d56,EXCLUDE
Memory T cell responses targeting the SARS coronavirus persist up to 11 years post-infection,PMID_26954467,EXCLUDE
"Human Safety, Tolerability, and Pharmacokinetics of Molnupiravir, a Novel Broad-Spectrum Oral Antiviral Agent with Activity against SARS-CoV-2",PMID_33649113,EXCLUDE
"Nitazoxanide, a new drug candidate for the treatment of Middle East respiratory syndrome coronavirus",PMID_27095301,EXCLUDE
"An Unexpected Outbreak of Middle East Respiratory Syndrome Coronavirus Infection in the Republic of Korea, 2015",PMID_26157591,INCLUDE
"Multifacility Outbreak of Middle East Respiratory Syndrome in Taif, Saudi Arabia",PMID_26692003,INCLUDE
Identification of a Receptor-Binding Domain in the S Protein of the Novel Human Coronavirus Middle East Respiratory Syndrome Coronavirus as an Essential Target for Vaccine Development,PMID_23824801,EXCLUDE
Serological assays for emerging coronaviruses: Challenges and pitfalls,PMID_24670324,EXCLUDE
Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong,DOI_7bd5f558666a,EXCLUDE
Cardiac and arrhythmic complications in patients with COVID‐19,PMID_32270559,EXCLUDE
Association between Severity of MERS-CoV Infection and Incubation Period,PMID_26890291,INCLUDE
Infection with MERS-CoV Causes Lethal Pneumonia in the Common Marmoset,PMID_25144235,EXCLUDE
The cytokine storm in COVID-19: An overview of the involvement of the chemokine/chemokine-receptor system,PMID_32446778,EXCLUDE
Therapeutic Options for Middle East Respiratory Syndrome Coronavirus (MERS-CoV) – possible lessons from a systematic review of SARS-CoV therapy,PMID_23993766,EXCLUDE
Posttraumatic stress disorder and depression of survivors 12 months after the outbreak of Middle East respiratory syndrome in South Korea,PMID_32410603,INCLUDE
Abelson Kinase Inhibitors Are Potent Inhibitors of Severe Acute Respiratory Syndrome Coronavirus and Middle East Respiratory Syndrome Coronavirus Fusion,PMID_27466418,EXCLUDE
"Multihospital Outbreak of a Middle East Respiratory Syndrome Coronavirus Deletion Variant, Jordan: A Molecular, Serologic, and Epidemiologic Investigation",PMID_30294616,INCLUDE
MERS-coronavirus replication induces severe in vitro cytopathology and is strongly inhibited by cyclosporin A or interferon-α treatment,PMID_23620378,EXCLUDE
"Origin, Evolution, and Genotyping of Emergent Porcine Epidemic Diarrhea Virus Strains in the United States",PMID_24129257,EXCLUDE
MERS-CoV virus-like particles produced in insect cells induce specific humoural and cellular imminity in rhesus macaques,PMID_27050368,EXCLUDE
Broad-spectrum coronavirus antiviral drug discovery,PMID_30849247,EXCLUDE
"Mathematical model of infection kinetics and its analysis for COVID-19, SARS and MERS",PMID_32278147,INCLUDE
"Microevolution of Outbreak-Associated Middle East Respiratory Syndrome Coronavirus, South Korea, 2015",PMID_26814649,INCLUDE
Cholesterol 25‐Hydroxylase inhibits <scp>SARS</scp> ‐CoV‐2 and other coronaviruses by depleting membrane cholesterol,PMID_32944968,EXCLUDE
The risk factors associated with MERS-CoV patient fatality: A global survey,PMID_31959375,INCLUDE
"MERS-CoV Antibody Responses 1 Year after Symptom Onset, South Korea, 2015",PMID_28585916,INCLUDE
Identified Transmission Dynamics of Middle East Respiratory Syndrome Coronavirus Infection During an Outbreak: Implications of an Overcrowded Emergency Department,PMID_28575307,INCLUDE
Coronaviruses and SARS-COV-2,PMID_32293832,EXCLUDE
The battle against <scp>SARS</scp> and <scp>MERS</scp> coronaviruses: Reservoirs and Animal Models,PMID_30891557,EXCLUDE
"The SARS-coronavirus papain-like protease: Structure, function and inhibition by designed antiviral compounds",PMID_25554382,EXCLUDE
Hypothesis for potential pathogenesis of SARS-CoV-2 infection–a review of immune changes in patients with viral pneumonia,PMID_32196410,EXCLUDE
Blocking transmission of Middle East respiratory syndrome coronavirus (MERS-CoV) in llamas by vaccination with a recombinant spike protein,DOI_d7a484b17340,EXCLUDE
Exceptionally Potent Neutralization of Middle East Respiratory Syndrome Coronavirus by Human Monoclonal Antibodies,PMID_24789777,EXCLUDE
"Host Species Restriction of Middle East Respiratory Syndrome Coronavirus through Its Receptor, Dipeptidyl Peptidase 4",PMID_24899185,EXCLUDE
Remdesivir against COVID-19 and Other Viral Diseases,PMID_33055231,EXCLUDE
Antiviral Potential of ERK/MAPK and PI3K/AKT/mTOR Signaling Modulation for Middle East Respiratory Syndrome Coronavirus Infection as Identified by Temporal Kinome Analysis,PMID_25487801,EXCLUDE
Complement Receptor C5aR1 Inhibition Reduces Pyroptosis in hDPP4-Transgenic Mice Infected with MERS-CoV,PMID_30634407,EXCLUDE
"Infection, Replication, and Transmission of Middle East Respiratory Syndrome Coronavirus in Alpacas",DOI_d7cf79b645dd,EXCLUDE
The history and epidemiology of Middle East respiratory syndrome corona virus,PMID_28794876,EXCLUDE
Long-term sequelae following previous coronavirus epidemics,PMID_33144403,EXCLUDE
Middle East respiratory syndrome coronavirus (MERS-CoV): animal to human interaction,PMID_26924345,EXCLUDE
Surveillance of the Middle East respiratory syndrome (MERS) coronavirus (CoV) infection in healthcare workers after contact with confirmed MERS patients: incidence and risk factors of MERS-CoV seropositivity,PMID_27475739,INCLUDE
"Mortality Risk Factors for Middle East Respiratory Syndrome Outbreak, South Korea, 2015",PMID_26488869,INCLUDE
Current epidemiological status of Middle East respiratory syndrome coronavirus in the world from 1.1.2017 to 17.1.2018: a cross-sectional study,PMID_31029095,INCLUDE
Risk Factors for Primary Middle East Respiratory Syndrome Coronavirus Infection in Camel Workers in Qatar During 2013–2014: A Case-Control Study,PMID_28387845,INCLUDE
"The epidemiology of Middle East respiratory syndrome coronavirus in the Kingdom of Saudi Arabia, 2012–2015",PMID_26875601,INCLUDE
TMPRSS2 Contributes to Virus Spread and Immunopathology in the Airways of Murine Models after Coronavirus Infection,PMID_30626688,EXCLUDE
Characteristics of flavonoids as potent MERS‐CoV 3C‐like protease inhibitors,PMID_31436895,EXCLUDE
Genomic DNA k-mer spectra: models and modalities,PMID_19814784,EXCLUDE
SARS-like WIV1-CoV poised for human emergence,PMID_26976607,EXCLUDE
"Close Relative of Human Middle East Respiratory Syndrome Coronavirus in Bat, South Africa",PMID_24050621,EXCLUDE
Middle East respiratory syndrome (MERS),PMID_25089913,EXCLUDE
Receptor Usage of a Novel Bat Lineage C Betacoronavirus Reveals Evolution of Middle East Respiratory Syndrome-Related Coronavirus Spike Proteins for Human Dipeptidyl Peptidase 4 Binding,PMID_29346682,EXCLUDE
Economic Impact of the 2015 MERS Outbreak on the Republic of Korea's Tourism-Related Industries,PMID_30969152,INCLUDE
Ethical Perspectives on the Middle East Respiratory Syndrome Coronavirus Epidemic in Korea,PMID_26841881,EXCLUDE
"Retrospective, epidemiological cluster analysis of the Middle East respiratory syndrome coronavirus (MERS-CoV) epidemic using open source data",PMID_29061208,INCLUDE
Prevalence of comorbidities in cases of Middle East respiratory syndrome coronavirus: a retrospective study,PMID_30394248,INCLUDE
"A systematic review of antibody mediated immunity to coronaviruses: antibody kinetics, correlates of protection, and association of antibody responses with severity of disease",PMID_32511434,EXCLUDE
Description of a Hospital Outbreak of Middle East Respiratory Syndrome in a Large Tertiary Care Hospital in Saudi Arabia,PMID_27426423,INCLUDE
Persistence of Antibodies against Middle East Respiratory Syndrome Coronavirus,PMID_27332149,INCLUDE
Rooting the Phylogenetic Tree of Middle East Respiratory Syndrome Coronavirus by Characterization of a Conspecific Virus from an African Bat,PMID_25031349,EXCLUDE
"Middle East Respiratory Syndrome Coronavirus (MERS-CoV): Infection, Immunological Response, and Vaccine Development",PMID_31089478,EXCLUDE
Lessons learned 1 year after SARS-CoV-2 emergence leading to COVID-19 pandemic,PMID_33666147,EXCLUDE
Bacterial and Fungal Coinfection in Individuals With Coronavirus: A Rapid Review To Support COVID-19 Antimicrobial Prescribing,PMID_32358954,EXCLUDE
Human–Dromedary Camel Interactions and the Risk of Acquiring Zoonotic Middle East Respiratory Syndrome Coronavirus Infection,PMID_25545147,EXCLUDE
Comparative pathology of rhesus macaque and common marmoset animal models with Middle East respiratory syndrome coronavirus,PMID_28234937,EXCLUDE
Overview of lethal human coronaviruses,PMID_32533062,EXCLUDE
Middle East respiratory syndrome coronavirus (MERS-CoV): A review,PMID_31119115,EXCLUDE
Nucleocapsid Protein Recruitment to Replication-Transcription Complexes Plays a Crucial Role in Coronaviral Life Cycle,PMID_31776274,EXCLUDE
