article_id,outbreak_country,outbreak_start_year,cases_confirmed
DOI_5147ff2cb82e,Republic of Korea,,37.0
DOI_5147ff2cb82e,Republic of Korea,,14.0
DOI_5147ff2cb82e,Republic of Korea,,11.0
DOI_5147ff2cb82e,Republic of Korea,,6.0
DOI_5147ff2cb82e,Republic of Korea,,4.0
PMID_27519621,Republic of Korea,2015.0,11.0
PMID_26692003,Saudi Arabia,2014.0,38.0
PMID_26692003,Saudi Arabia,2014.0,10.0
PMID_26692003,Saudi Arabia,2014.0,15.0
PMID_26692003,Saudi Arabia,2014.0,9.0
PMID_26692003,Saudi Arabia,2014.0,4.0
PMID_26890291,Republic of Korea,,170.0
PMID_32410603,Republic of Korea,2015.0,186.0
PMID_30294616,Jordan,2015.0,16.0
PMID_32278147,China,2020.0,67800.0
PMID_32278147,China,2020.0,1369.0
PMID_32278147,China,2020.0,1232.0
PMID_32278147,China,2020.0,1272.0
PMID_32278147,China,2003.0,5327.0
PMID_32278147,China,2003.0,1512.0
PMID_32278147,China,2003.0,2521.0
PMID_32278147,China,2003.0,1755.0
PMID_32278147,Saudi Arabia,,629.0
PMID_32278147,Saudi Arabia,,157.0
PMID_32278147,Saudi Arabia,,267.0
PMID_32278147,Saudi Arabia,,227.0
PMID_28585916,Republic of Korea,2015.0,186.0
PMID_28585916,Jordan,2012.0,
PMID_28585916,Saudi Arabia,,9.0
PMID_28585916,Saudi Arabia,,11.0
PMID_28575307,Saudi Arabia,2015.0,130.0
PMID_27475739,Republic of Korea,,15.0
PMID_28387845,Qatar,2013.0,9.0
PMID_30969152,Republic of Korea,2015.0,
PMID_29061208,France,2013.0,2.0
PMID_29061208,Iran (Islamic Republic of),2014.0,5.0
PMID_29061208,Jordan,2012.0,2.0
PMID_29061208,Jordan,2014.0,5.0
PMID_29061208,Jordan,2015.0,14.0
PMID_29061208,Jordan,2015.0,2.0
PMID_29061208,Saudi Arabia,2012.0,3.0
PMID_29061208,Saudi Arabia,2013.0,26.0
PMID_29061208,Saudi Arabia,2013.0,6.0
PMID_29061208,Saudi Arabia,2013.0,5.0
PMID_29061208,Saudi Arabia,2013.0,3.0
PMID_29061208,Saudi Arabia,2013.0,9.0
PMID_29061208,Saudi Arabia,2014.0,4.0
PMID_29061208,Saudi Arabia,2014.0,182.0
PMID_29061208,Saudi Arabia,2014.0,67.0
PMID_30394248,Saudi Arabia,2014.0,281.0
PMID_27426423,Saudi Arabia,2015.0,81.0
PMID_27426423,Saudi Arabia,2013.0,
PMID_27426423,Saudi Arabia,2014.0,
PMID_27426423,Republic of Korea,2015.0,
PMID_27332149,Jordan,2012.0,2.0
PMID_29892209,Republic of Korea,,186.0
PMID_31423971,Saudi Arabia,2015.0,19.0
PMID_28516865,Republic of Korea,2015.0,26.0
PMID_27433381,China,,67800.0
PMID_27433381,China,,1369.0
PMID_27433381,China,,1232.0
PMID_27433381,China,,1272.0
PMID_27433381,China,,5327.0
PMID_27433381,China,,1512.0
PMID_27433381,China,,2521.0
PMID_27433381,China,,1755.0
PMID_27433381,Saudi Arabia,,629.0
PMID_27433381,Saudi Arabia,,157.0
PMID_27433381,Saudi Arabia,,267.0
PMID_27433381,Saudi Arabia,,227.0
DOI_c444321ebfa7,Republic of Korea,,186.0
PMID_25356657,United States of America,1997.0,336.0
PMID_25356657,Canada,1998.0,274.0
PMID_25356657,Democratic Republic of the Congo,1981.0,209.0
PMID_27812197,Saudi Arabia,2012.0,48.0
PMID_31347336,Republic of Korea,2015.0,186.0
PMID_26890816,Saudi Arabia,2015.0,81.0
PMID_30595141,Republic of Korea,,114.0
PMID_27302191,Saudi Arabia,2015.0,216.0
PMID_27302191,Saudi Arabia,2015.0,87.0
PMID_27914145,Republic of Korea,,186.0
PMID_27914145,Republic of Korea,2015.0,45.0
PMID_27595921,Republic of Korea,2015.0,186.0
PMID_32011472,Republic of Korea,,186.0
PMID_26291986,Netherlands,2014.0,2.0
PMID_32340361,Saudi Arabia,2015.0,130.0
PMID_27089550,Saudi Arabia,2014.0,78.0
PMID_26788408,Republic of Korea,2015.0,186.0
PMID_27433380,Republic of Korea,2015.0,13.0
PMID_27433380,Republic of Korea,2015.0,11.0
PMID_26690750,Republic of Korea,2015.0,185.0
PMID_30563206,Republic of Korea,2015.0,38.0
PMID_30563206,Republic of Korea,2015.0,186.0
PMID_28759623,Saudi Arabia,2012.0,959.0
DOI_044f164e14ce,Saudi Arabia,2015.0,52.0
PMID_26488195,Saudi Arabia,2014.0,239.0
PMID_26275845,Republic of Korea,2015.0,185.0
PMID_27433382,Republic of Korea,2015.0,186.0
PMID_29587190,Republic of Korea,2015.0,82.0
PMID_31423970,Republic of Korea,2015.0,11.0
PMID_27704019,Saudi Arabia,2015.0,143.0
PMID_27704019,Saudi Arabia,2015.0,112.0
PMID_24324708,Republic of Korea,2015.0,
PMID_31906369,Republic of Korea,2015.0,186.0
PMID_28223175,Republic of Korea,2015.0,14.0
PMID_28223175,Republic of Korea,2015.0,11.0
PMID_26725226,Republic of Korea,2015.0,186.0
DOI_9d9811648d90,Republic of Korea,2015.0,186.0
PMID_32431260,Saudi Arabia,2015.0,184.0
PMID_25860289,Indonesia,2005.0,192.0
PMID_25860289,China,2013.0,59.0
PMID_28273131,Republic of Korea,2015.0,186.0
PMID_26713056,Saudi Arabia,2014.0,255.0
PMID_31781765,Republic of Korea,,17.0
PMID_29223614,Jordan,2015.0,16.0
PMID_28314561,Saudi Arabia,2012.0,1186.0
PMID_28314561,Republic of Korea,2015.0,186.0
PMID_31855530,Saudi Arabia,2015.0,32.0
PMID_31855530,Japan,2019.0,9.0
PMID_34570933,China,2002.0,8098.0
PMID_34570933,Republic of Korea,,186.0
DOI_b88070fd742c,Republic of Korea,2015.0,186.0
PMID_40440213,Republic of Korea,2015.0,186.0
PMID_40440213,United States of America,2014.0,2.0
PMID_32307315,Oman,2019.0,5.0
PMID_32307315,Oman,2019.0,4.0
PMID_32307315,Oman,2019.0,4.0
PMID_24153118,Jordan,2012.0,2.0
PMID_38407189,Kenya,2022.0,36.0
PMID_25041625,Saudi Arabia,2013.0,26.0
PMID_32546587,Republic of Korea,,186.0
PMID_29593206,Republic of Korea,2015.0,30.0
PMID_26409794,Saudi Arabia,2014.0,261.0
PMID_27240893,Republic of Korea,2015.0,186.0
PMID_27097824,Saudi Arabia,2014.0,51.0
PMID_27479636,Republic of Korea,2015.0,185.0
PMID_27314227,United Arab Emirates,2013.0,65.0
PMID_29656631,Republic of Korea,2015.0,186.0
PMID_29028812,Saudi Arabia,2012.0,1441.0
PMID_29028812,Kuwait,2013.0,4.0
PMID_29028812,Bahrain,2016.0,1.0
PMID_29028812,Oman,2013.0,8.0
PMID_29028812,Qatar,2013.0,16.0
PMID_29028812,United Arab Emirates,2013.0,80.0
PMID_26691200,Saudi Arabia,2015.0,112.0
PMID_26691200,Saudi Arabia,2015.0,143.0
PMID_29116217,Jordan,2012.0,9.0
DOI_8dc91c05197e,Republic of Korea,2015.0,186.0
PMID_31524301,Republic of Korea,2015.0,
PMID_28574363,Republic of Korea,2015.0,186.0
PMID_32422937,Saudi Arabia,2013.0,23.0
PMID_28914780,Republic of Korea,2015.0,186.0
PMID_30584196,Republic of Korea,2015.0,186.0
PMID_30584196,Republic of Korea,2015.0,7.0
PMID_28807812,Republic of Korea,2015.0,185.0
PMID_29202063,Jordan,2012.0,2.0
PMID_29202063,Saudi Arabia,2013.0,23.0
PMID_29202063,Saudi Arabia,2013.0,12.0
PMID_29202063,Republic of Korea,2015.0,185.0
PMID_29202063,Saudi Arabia,2015.0,130.0
PMID_29202063,Saudi Arabia,2016.0,24.0
DOI_21b09f0b02ae,Republic of Korea,2015.0,186.0
PMID_28813689,Republic of Korea,2015.0,
PMID_32807535,Republic of Korea,2015.0,26.0
PMID_33897074,Republic of Korea,2015.0,186.0
PMID_32354534,Saudi Arabia,2014.0,51.0
PMID_30292266,Republic of Korea,2015.0,35.0
DOI_55fa159b3c53,Republic of Korea,2015.0,186.0
PMID_32654437,Republic of Korea,2015.0,186.0
DOI_ecb58063e971,Spain,1918.0,
DOI_ecb58063e971,China,2002.0,8098.0
DOI_49f252a3fb23,Republic of Korea,2015.0,186.0
DOI_49f252a3fb23,Republic of Korea,,1.0
PMID_38345850,China,2003.0,311.0
PMID_38345850,Republic of Korea,2015.0,29.0
PMID_38345850,Republic of Korea,,125.0
PMID_38345850,Republic of Korea,,27.0
PMID_38345850,China,2020.0,42.0
PMID_38345850,China,2020.0,44.0
PMID_27011953,Saudi Arabia,2014.0,255.0
PMID_27011953,Saudi Arabia,2014.0,45.0
PMID_27011953,Saudi Arabia,2015.0,171.0
PMID_31031996,Republic of Korea,2015.0,186.0
PMID_31031996,Republic of Korea,2015.0,30.0
DOI_ce033b259b97,Republic of Korea,2015.0,186.0
PMID_38630887,Republic of Korea,2015.0,186.0
PMID_26981343,Republic of Korea,2015.0,186.0
PMID_27508087,Republic of Korea,2015.0,186.0
PMID_33440306,Republic of Korea,2015.0,186.0
PMID_26035278,Qatar,2013.0,7.0
PMID_36996998,Republic of Korea,2015.0,186.0
PMID_29169817,Saudi Arabia,2012.0,721.0
PMID_27013745,Saudi Arabia,,
PMID_27013745,Saudi Arabia,,
PMID_27013745,Saudi Arabia,,
PMID_32761054,Republic of Korea,2015.0,186.0
PMID_38416834,Republic of Korea,2015.0,186.0
PMID_24964193,Saudi Arabia,2013.0,10.0
PMID_40458956,Saudi Arabia,2012.0,
PMID_31843456,Republic of Korea,,11.0
PMID_31843456,Republic of Korea,,13.0
PMID_37503778,Republic of Korea,2015.0,186.0
DOI_c23dc39a138a,Saudi Arabia,2014.0,35.0
PMID_30775355,Republic of Korea,2015.0,186.0
PMID_34335322,Republic of Korea,2015.0,186.0
DOI_e6c761796a9f,Republic of Korea,2015.0,186.0
PMID_35272105,Saudi Arabia,2012.0,2184.0
PMID_35272105,United Arab Emirates,2013.0,93.0
PMID_35272105,Jordan,2012.0,28.0
PMID_35272105,Qatar,2013.0,23.0
PMID_35272105,Oman,2013.0,24.0
PMID_35272105,Iran (Islamic Republic of),2014.0,6.0
PMID_35272105,Kuwait,2013.0,4.0
PMID_35272105,Lebanon,2014.0,2.0
PMID_35272105,Yemen,2014.0,1.0
PMID_35272105,Bahrain,2016.0,1.0
PMID_35272105,Republic of Korea,2015.0,185.0
PMID_35272105,Philippines,2014.0,2.0
PMID_35272105,Thailand,2015.0,3.0
PMID_35272105,China,2015.0,1.0
PMID_35272105,Malaysia,2014.0,2.0
PMID_35272105,United Kingdom of Great Britain and Northern Ireland,2012.0,5.0
PMID_35272105,Germany,2012.0,3.0
PMID_35272105,Netherlands,2014.0,2.0
PMID_35272105,France,2013.0,2.0
PMID_35272105,Austria,2014.0,2.0
PMID_35272105,Türkiye,2014.0,1.0
PMID_35272105,Italy,2013.0,1.0
PMID_35272105,Greece,2014.0,1.0
PMID_35272105,United States of America,2014.0,2.0
PMID_35272105,Tunisia,2013.0,3.0
PMID_35272105,Algeria,2014.0,2.0
PMID_35272105,Egypt,2014.0,1.0
PMID_33797350,Saudi Arabia,2020.0,1823.0
PMID_33797350,Saudi Arabia,2019.0,281.0
PMID_30240813,Republic of Korea,2015.0,186.0
DOI_1a06519e425e,Republic of Korea,,186.0
PMID_28820379,United States of America,,2.0
PMID_34325501,Saudi Arabia,2014.0,39.0
PMID_39854481,Republic of Korea,,36.0
PMID_39854481,Republic of Korea,,186.0
PMID_29649550,Saudi Arabia,2017.0,17.0
PMID_37714942,Guinea,,
PMID_37714942,Republic of Korea,,
PMID_37714942,Democratic Republic of the Congo,,
PMID_37714942,China,,
PMID_37714942,Singapore,,
PMID_37714942,China,,
PMID_37714942,China,,
PMID_37714942,India,,
PMID_37714942,Indonesia,,
PMID_37714942,Republic of Korea,,
PMID_37714942,United Kingdom of Great Britain and Northern Ireland,,
PMID_37714942,Australia,,
PMID_37714942,China,,
PMID_41004554,Republic of Korea,,186.0
PMID_30502108,Saudi Arabia,2013.0,17.0
PMID_32288661,Saudi Arabia,2015.0,136.0
PMID_32288661,Saudi Arabia,2015.0,1037.0
PMID_27826140,Republic of Korea,,186.0
PMID_27374711,Saudi Arabia,2014.0,255.0
DOI_0bec1d3cc808,Republic of Korea,2015.0,186.0
PMID_33754992,Kenya,2019.0,3.0
PMID_36172077,Republic of Korea,2015.0,186.0
DOI_4c9b6ec200fa,Republic of Korea,2015.0,186.0
PMID_31855545,China,1962.0,383.0
PMID_31855545,Saudi Arabia,2015.0,32.0
PMID_29753119,Republic of Korea,2015.0,17.0
PMID_35758380,Republic of Korea,2015.0,186.0
PMID_35698685,Saudi Arabia,2013.0,53.0
PMID_33786420,Republic of Korea,2015.0,186.0
PMID_33668428,Saudi Arabia,2013.0,
PMID_33668428,Saudi Arabia,2014.0,
PMID_33668428,Singapore,2003.0,
PMID_33668428,Canada,2003.0,
PMID_33668428,China,2003.0,
PMID_33668428,Viet Nam,2003.0,
PMID_33668428,China,2003.0,
PMID_33668428,China,2003.0,
PMID_33227597,United Kingdom of Great Britain and Northern Ireland,2012.0,4.0
PMID_33227597,United Kingdom of Great Britain and Northern Ireland,2018.0,1.0
PMID_32471334,Qatar,2014.0,9.0
PMID_25701855,Republic of Korea,2015.0,
