article_id,outbreak_country,outbreak_start_year,cases_confirmed
PMID_28229017,South Africa,1996.0,2.0
PMID_28229017,Uganda,2000.0,425.0
PMID_28229017,Gabon,1.0,65.0
PMID_28229017,Congo,2001.0,57.0
PMID_28229017,United Kingdom of Great Britain and Northern Ireland,2015.0,1.0
PMID_27434164,Guinea,,
PMID_27434164,Guinea,,
PMID_27434164,Guinea,,
PMID_27434164,Guinea,,
PMID_27434164,Guinea,,
PMID_27434164,Guinea,,
PMID_27434164,Guinea,,
PMID_27434164,Liberia,,
PMID_27434164,Liberia,,
PMID_27434164,Liberia,,
PMID_27434164,Sierra Leone,,
PMID_27434164,Sierra Leone,,
PMID_307456,Democratic Republic of the Congo,1976.0,
PMID_26625118,Guinea,2014.0,699.0
PMID_30742608,Sierra Leone,,
PMID_26559683,Sierra Leone,2014.0,
PMID_26402477,Liberia,2014.0,115.0
PMID_27908019,Guinea,2013.0,28652.0
PMID_29084216,Sierra Leone,2014.0,
PMID_25642370,Mali,2014.0,1.0
PMID_25642370,Mali,2014.0,7.0
PMID_31328221,Guinea,2013.0,
PMID_31328221,Liberia,2013.0,
PMID_31328221,Sierra Leone,2013.0,
PMID_25565430,Sierra Leone,2014.0,489.0
PMID_27846221,Sierra Leone,2014.0,16.0
PMID_27846221,Sierra Leone,2015.0,14.0
PMID_27930675,Guinea,2013.0,
PMID_27930675,Sierra Leone,2013.0,
PMID_27930675,Liberia,2013.0,
PMID_28640823,Sierra Leone,2015.0,33.0
PMID_28640823,Sierra Leone,2015.0,5.0
PMID_28640823,Sierra Leone,2015.0,7.0
PMID_28640823,Guinea,2015.0,4.0
PMID_28640823,Guinea,2015.0,5.0
PMID_28640823,Liberia,2015.0,24.0
PMID_29928745,Mali,2014.0,1.0
PMID_29928745,Mali,2014.0,7.0
PMID_26451161,Liberia,,
PMID_27049322,Guinea,2013.0,
PMID_27049322,Liberia,2013.0,
PMID_27049322,Sierra Leone,2013.0,
PMID_20587179,Uganda,2007.0,42.0
PMID_20587179,Uganda,2000.0,
PMID_32339195,Sierra Leone,2014.0,
PMID_29357363,Sierra Leone,2014.0,386.0
PMID_27029910,Uganda,2000.0,
PMID_27029910,Gabon,2001.0,2.0
PMID_27029910,Guinea,2013.0,
PMID_28396473,Liberia,2014.0,453.0
PMID_26246849,Guinea,2013.0,2917.0
PMID_29668677,Sierra Leone,2014.0,
PMID_26981342,Nigeria,2013.0,19.0
PMID_26064783,Mali,2014.0,1.0
PMID_26064783,Mali,2014.0,7.0
PMID_26618087,Democratic Republic of the Congo,2014.0,
DOI_ca185a7713d4,Democratic Republic of the Congo,2012.0,36.0
PMID_27144428,Sierra Leone,2014.0,
PMID_30845236,Democratic Republic of the Congo,2018.0,35.0
PMID_35706773,Guinea,2014.0,861.0
PMID_35706773,Sierra Leone,2014.0,1434.0
PMID_35706773,Liberia,2014.0,2081.0
PMID_27268303,Sierra Leone,2014.0,31.0
PMID_27657544,Nigeria,2014.0,
PMID_27657544,United States of America,2014.0,
PMID_27657544,Spain,2014.0,
PMID_27657544,Senegal,2014.0,
PMID_27657544,United Kingdom of Great Britain and Northern Ireland,2014.0,
PMID_27657544,Germany,2014.0,
PMID_27657544,France,2014.0,
PMID_27657544,Norway,2014.0,
PMID_27657544,Mali,2014.0,
PMID_27657544,Switzerland,2014.0,
PMID_27657544,Italy,2014.0,
PMID_27657544,Netherlands,2014.0,
PMID_26771513,Guinea,2014.0,
PMID_26771513,Liberia,2014.0,
PMID_26771513,Sierra Leone,2014.0,
PMID_27377746,Nigeria,2014.0,20.0
PMID_36192683,Sierra Leone,,8704.0
PMID_36192683,Democratic Republic of the Congo,2018.0,2791.0
PMID_26196264,Nigeria,2014.0,
PMID_26196264,United States of America,2014.0,
PMID_26196264,Mali,2014.0,
PMID_26196264,Spain,2014.0,
PMID_28205617,Guinea,,3358.0
PMID_28205617,Liberia,,3163.0
PMID_28205617,Sierra Leone,,8706.0
PMID_21122234,Uganda,2007.0,56.0
PMID_35365724,Democratic Republic of the Congo,2018.0,
PMID_27551750,Liberia,2014.0,11.0
PMID_27551750,Liberia,2014.0,
PMID_28322693,Sierra Leone,2014.0,126.0
PMID_28322693,Sierra Leone,,87.0
PMID_28322693,Sierra Leone,,525.0
PMID_28322693,Sierra Leone,,216.0
PMID_28322693,Sierra Leone,,150.0
PMID_28322693,Sierra Leone,,85.0
PMID_36756492,Mali,2014.0,1.0
PMID_36756492,Mali,2014.0,7.0
PMID_23285243,Uganda,2007.0,56.0
PMID_29945220,Sierra Leone,2013.0,72.0
PMID_29325149,Sierra Leone,2014.0,
DOI_8cdda3864024,Democratic Republic of the Congo,2019.0,
PMID_24159443,Democratic Republic of the Congo,1995.0,
DOI_11cb31c71880,Nigeria,2014.0,19.0
PMID_25279581,Uganda,2000.0,216.0
PMID_37263672,Democratic Republic of the Congo,2018.0,3323.0
PMID_32316923,Sierra Leone,2014.0,938.0
PMID_26928839,Liberia,2014.0,
PMID_28462731,Liberia,2014.0,
PMID_28462731,Nigeria,2014.0,
PMID_26488116,Guinea,2014.0,63.0
PMID_26488116,Guinea,2014.0,39.0
PMID_27928085,Sierra Leone,2014.0,489.0
PMID_36649296,Democratic Republic of the Congo,2018.0,3453.0
PMID_27533284,Democratic Republic of the Congo,2014.0,38.0
PMID_27533284,Democratic Republic of the Congo,1976.0,
PMID_27533284,Democratic Republic of the Congo,1977.0,
PMID_27533284,Democratic Republic of the Congo,1995.0,
PMID_27533284,Democratic Republic of the Congo,2007.0,
PMID_27533284,Democratic Republic of the Congo,2008.0,
PMID_27533284,Democratic Republic of the Congo,2012.0,
PMID_27029911,Sierra Leone,2014.0,8290.0
PMID_27383118,Mali,2014.0,1.0
PMID_27383118,Mali,2014.0,7.0
PMID_33269402,Democratic Republic of the Congo,2014.0,38.0
PMID_33269402,Democratic Republic of the Congo,2018.0,
PMID_35176762,Democratic Republic of the Congo,2018.0,3470.0
PMID_26460023,Sierra Leone,2014.0,
PMID_28396472,Liberia,2014.0,
PMID_31858125,Sierra Leone,2014.0,189.0
PMID_28732038,Liberia,2014.0,3897.0
PMID_31315955,Democratic Republic of the Congo,2014.0,22.0
PMID_26812047,Guinea,2014.0,519.0
PMID_26812047,Guinea,2014.0,229.0
PMID_26812047,Guinea,2014.0,115.0
PMID_26812047,Guinea,2014.0,290.0
PMID_26812047,Guinea,2014.0,73.0
PMID_29928741,Sierra Leone,2014.0,
PMID_29928741,Guinea,2014.0,
PMID_29928741,Liberia,2014.0,
PMID_27019423,Guinea,2013.0,
PMID_32811298,Nigeria,2014.0,20.0
PMID_31381606,Uganda,2000.0,
PMID_34808076,Democratic Republic of the Congo,2018.0,913.0
PMID_31369554,Sierra Leone,,1050.0
PMID_29589579,Guinea,2015.0,27.0
PMID_26525597,Democratic Republic of the Congo,1976.0,
PMID_26525597,Democratic Republic of the Congo,1977.0,
PMID_26525597,Democratic Republic of the Congo,1995.0,
PMID_26525597,Democratic Republic of the Congo,2007.0,24.0
PMID_26525597,Democratic Republic of the Congo,2008.0,10.0
PMID_26525597,Democratic Republic of the Congo,2012.0,36.0
PMID_26525597,Democratic Republic of the Congo,2014.0,38.0
PMID_33169111,Democratic Republic of the Congo,2018.0,3481.0
PMID_29456826,Sierra Leone,2013.0,1050.0
PMID_29456826,Sierra Leone,2013.0,8704.0
PMID_28396474,Democratic Republic of the Congo,,68.0
PMID_27188404,Sierra Leone,,395.0
PMID_27188404,Democratic Republic of the Congo,1976.0,234.0
PMID_28151955,Sierra Leone,2014.0,158.0
PMID_26338786,Guinea,2014.0,
PMID_26338786,Sierra Leone,2014.0,
PMID_26338786,Liberia,2014.0,
PMID_26587177,Mali,2014.0,
PMID_26587177,Mali,2014.0,
PMID_29410863,Guinea,2013.0,
PMID_27491387,Sierra Leone,2015.0,13.0
PMID_33983966,Sierra Leone,2014.0,
PMID_27784275,Sierra Leone,2014.0,50.0
PMID_30239838,Democratic Republic of the Congo,2014.0,
PMID_32078419,Guinea,,
DOI_84a994dc94ed,Guinea,2014.0,
DOI_84a994dc94ed,Democratic Republic of the Congo,2018.0,
PMID_29187639,Sierra Leone,2013.0,
PMID_35441222,Sierra Leone,2014.0,233.0
DOI_266f00ce8484,Democratic Republic of the Congo,2021.0,8.0
PMID_30869055,Sierra Leone,2014.0,454.0
PMID_30869055,Sierra Leone,2015.0,1.0
PMID_30869055,Sierra Leone,2015.0,1.0
PMID_30869055,Sierra Leone,2016.0,1.0
DOI_d9bbceab0948,China,2020.0,
DOI_d9bbceab0948,China,2020.0,
DOI_d9bbceab0948,Republic of Korea,2015.0,
DOI_d9bbceab0948,Sierra Leone,2014.0,
DOI_d9bbceab0948,United States of America,2020.0,
DOI_d9bbceab0948,South Africa,2021.0,
PMID_37273682,Sierra Leone,2014.0,8706.0
PMID_37273682,Liberia,2014.0,3163.0
PMID_28551366,Guinea,,
PMID_32130210,Democratic Republic of the Congo,2014.0,
PMID_32130210,Democratic Republic of the Congo,2017.0,8.0
PMID_32130210,Democratic Republic of the Congo,2018.0,54.0
PMID_32130210,Democratic Republic of the Congo,2018.0,3309.0
PMID_35760547,Liberia,2014.0,10680.0
PMID_25353969,Sierra Leone,2014.0,106.0
PMID_28665950,Guinea,2014.0,822.0
PMID_30869021,Sierra Leone,2014.0,89.0
PMID_28740846,Sierra Leone,2014.0,111.0
PMID_27649367,Sierra Leone,2014.0,309.0
PMID_28352651,Guinea,2014.0,29.0
PMID_28352651,Guinea,2014.0,45.0
PMID_28303239,Sierra Leone,2014.0,2495.0
PMID_28303239,Sierra Leone,2014.0,1343.0
PMID_31808813,United Kingdom of Great Britain and Northern Ireland,1967.0,
PMID_31808813,Guinea,2014.0,
PMID_31808813,Sierra Leone,2014.0,
PMID_31808813,Liberia,2014.0,
PMID_31808813,United Kingdom of Great Britain and Northern Ireland,2001.0,1021.0
PMID_30654482,Sierra Leone,,358.0
PMID_30654482,Sierra Leone,,1064.0
PMID_30654482,Sierra Leone,,1.0
PMID_30654482,Sierra Leone,,658.0
PMID_30654482,Sierra Leone,,277.0
PMID_30654482,Sierra Leone,,532.0
PMID_30654482,Sierra Leone,,155.0
PMID_30654482,Sierra Leone,,450.0
PMID_30654482,Sierra Leone,,276.0
PMID_30654482,Sierra Leone,,1609.0
PMID_30654482,Sierra Leone,,54.0
PMID_30654482,Sierra Leone,,505.0
PMID_30654482,Sierra Leone,,1381.0
PMID_30654482,Sierra Leone,,2520.0
PMID_30654482,Sierra Leone,,
PMID_35040956,Guinea,2014.0,
PMID_35040956,Sierra Leone,2014.0,
PMID_35040956,Liberia,2014.0,
PMID_29202055,Liberia,2014.0,149.0
PMID_31438953,Democratic Republic of the Congo,2018.0,
PMID_28459838,Sierra Leone,2014.0,174.0
PMID_28459838,Sierra Leone,2014.0,42.0
PMID_28459838,Sierra Leone,2014.0,43.0
PMID_30678649,Sierra Leone,2014.0,139.0
PMID_28826426,Sierra Leone,2014.0,
PMID_36756241,Guinea,2021.0,16.0
PMID_28256310,Sierra Leone,,151.0
PMID_25834568,Sierra Leone,2014.0,489.0
PMID_26551684,Sierra Leone,2014.0,101.0
PMID_30707729,Sierra Leone,,
PMID_30707729,Liberia,,
PMID_30707729,Guinea,,
PMID_27688716,Liberia,2014.0,
PMID_27688716,Sierra Leone,2014.0,
PMID_26812579,Sierra Leone,2014.0,227.0
PMID_31050703,Liberia,2014.0,134.0
PMID_31050703,Sierra Leone,2014.0,290.0
PMID_27058346,Sierra Leone,2014.0,
PMID_30307686,Sierra Leone,2013.0,15261.0
PMID_35255093,Democratic Republic of the Congo,2018.0,54.0
PMID_35255093,Democratic Republic of the Congo,2020.0,130.0
PMID_30589913,Sierra Leone,2014.0,263.0
PMID_35608607,Democratic Republic of the Congo,2018.0,403.0
PMID_35608607,Democratic Republic of the Congo,2018.0,3481.0
PMID_35608607,Guinea,2014.0,28610.0
PMID_40682158,Uganda,2022.0,142.0
PMID_35694047,India,2020.0,
PMID_35694047,India,2020.0,
PMID_35694047,India,2020.0,
PMID_35694047,United States of America,,
PMID_35694047,Guinea,2014.0,
PMID_35694047,India,2020.0,4300.0
PMID_35617976,Liberia,2014.0,307.0
