title,article_id,ai4epi_fulltext_decision
The Calcium Channel Blocker Bepridil Demonstrates Efficacy in the Murine Model of Marburg Virus Disease,PMID_29982632,EXCLUDE
Marburg virus outbreak in Ghana: An impending crisis,PMID_36051815,EXCLUDE
"Risk Factors for Marburg Hemorrhagic Fever, Democratic Republic of the Congo",PMID_14720391,INCLUDE
Human Survivors of Disease Outbreaks Caused by Ebola or Marburg Virus Exhibit Cross-Reactive and Long-Lived Antibody Responses,PMID_27335383,EXCLUDE
Ebola virus entry requires the host‐programmed recognition of an intracellular receptor,PMID_22395071,EXCLUDE
Recombinant Vesicular Stomatitis Virus–Based Vaccines Against Ebola and Marburg Virus Infections,PMID_21987744,EXCLUDE
VP24 of Marburg Virus Influences Formation of Infectious Particles,PMID_16227263,EXCLUDE
Viral Emerging Diseases: Challenges in Developing Vaccination Strategies,PMID_33013898,EXCLUDE
Live-cell imaging of Marburg virus-infected cells uncovers actin-dependent transport of nucleocapsids over long distances,PMID_23940347,EXCLUDE
Marburg Virus Persistence on Fruit as a Plausible Route of Bat to Primate Filovirus Transmission,PMID_34960663,EXCLUDE
"Epidemiological description of Marburg virus disease outbreak in Kagera region, Northwestern Tanzania",PMID_39236024,EXCLUDE
"Response to Imported Case of Marburg Hemorrhagic Fever, the Netherlands",PMID_19751577,EXCLUDE
Ebola Virus Disease in West Africa — The First 9 Months of the Epidemic and Forward Projections,PMID_25244186,EXCLUDE
A Single Amino Acid Change in the Marburg Virus Glycoprotein Arises during Serial Cell Culture Passages and Attenuates the Virus in a Macaque Model of Disease,PMID_29299527,EXCLUDE
Digital Sensing and Sizing of Vesicular Stomatitis Virus Pseudotypes in Complex Media: A Model for Ebola and Marburg Detection,PMID_24840765,EXCLUDE
Efficacy of the broad-spectrum antiviral compound BCX4430 against Zika virus in cell culture and in a mouse model,PMID_27838352,EXCLUDE
Modelling Vaccination Strategies for the Control of Marburg Virus Disease Outbreaks,DOI_6d8c167ba9db,EXCLUDE
"COVID-2019: update on epidemiology, disease spread and management",DOI_5cac169c4ad2,EXCLUDE
Bats as reservoirs of severe emerging infectious diseases,PMID_25997928,EXCLUDE
Neglected filoviruses,PMID_27268907,EXCLUDE
A case of Ebola virus infection.,PMID_890413,EXCLUDE
Marburg Virus and Risk Factor Among Infected Population: A Modeling Study,DOI_e759f6dc0b06,INCLUDE
Interaction with Tsg101 Is Necessary for the Efficient Transport and Release of Nucleocapsids in Marburg Virus-Infected Cells,PMID_25330247,EXCLUDE
Marburg virus in Egyptian Rousettus bats in Guinea: Investigation of Marburg virus outbreak origin in 2021,PMID_37099617,EXCLUDE
Inhibition of Ebola and Marburg Virus Entry by G Protein-Coupled Receptor Antagonists,PMID_26202243,EXCLUDE
Marburg virus disease,PMID_4207635,INCLUDE
Novel Insights Into Immune Systems of Bats,PMID_32117225,EXCLUDE
Laboratory biosafety measures involving SARS-CoV-2 and the classification as a Risk Group 3 biological agent,PMID_33070960,EXCLUDE
Neurologic Manifestations of the World Health Organization's List of Pandemic and Epidemic Diseases,PMID_33692745,EXCLUDE
Gene-Specific Countermeasures against Ebola Virus Based on Antisense Phosphorodiamidate Morpholino Oligomers,PMID_16415982,EXCLUDE
Recombinant Marburg viruses containing mutations in the IID region of VP35 prevent inhibition of Host immune responses,PMID_25531184,EXCLUDE
"Response to Imported Case of Marburg Hemorrhagic Fever, the Netherlands",DOI_d7a63f3ac26c,EXCLUDE
Transmission dynamics and control of Ebola virus disease (EVD): a review,PMID_25300956,EXCLUDE
Bat Flight and Zoonotic Viruses,PMID_24750692,EXCLUDE
Marburg virus disease outbreak in Tanzania: current efforts and recommendations – a short communication,PMID_37554886,EXCLUDE
Risk Factors Associated with Ebola and Marburg Viruses Seroprevalence in Blood Donors in the Republic of Congo,PMID_26047124,INCLUDE
Experimental Inoculation of Egyptian Rousette Bats (Rousettus aegyptiacus) with Viruses of the Ebolavirus and Marburgvirus Genera,PMID_26120867,EXCLUDE
Pathogenicity and virulence of Marburg virus,PMID_35363588,EXCLUDE
One Health Approach for the Control of Zoonotic Diseases,DOI_0f33d50c74de,EXCLUDE
Comprehensive Analysis of Ebola Virus GP1 in Viral Entry,PMID_15795265,EXCLUDE
Comparison of the Pathogenesis of the Angola and Ravn Strains of Marburg Virus in the Outbred Guinea Pig Model,PMID_26092858,EXCLUDE
Novel mutations in Marburg virus glycoprotein associated with viral evasion from antibody mediated immune pressure,PMID_23288419,EXCLUDE
"Distinct Patterns of IFITM-Mediated Restriction of Filoviruses, SARS Coronavirus, and Influenza A Virus",PMID_21253575,EXCLUDE
Potential Mammalian Filovirus Reservoirs,PMID_15663841,EXCLUDE
Sorting of Marburg Virus Surface Protein and Virus Release Take Place at Opposite Surfaces of Infected Polarized Epithelial Cells,PMID_11152500,EXCLUDE
Marburg virus disease: A deadly rare virus is coming,PMID_35908851,EXCLUDE
Induction and suppression of antiviral RNA interference by influenza A virus in mammalian cells,PMID_27918527,EXCLUDE
Vesicular Stomatitis Virus-Based Vaccines for Prophylaxis and Treatment of Filovirus Infections,PMID_22288023,EXCLUDE
A platform trial design for preventive vaccines against Marburg virus and other emerging infectious disease threats,PMID_35866633,INCLUDE
"Ebola research funding: a systematic analysis, 1997–2015",PMID_27909582,EXCLUDE
Structural dissection of Ebola virus and its assembly determinants using cryo-electron tomography,PMID_22371572,EXCLUDE
Lipid Raft Microdomains,PMID_11877482,EXCLUDE
Can Marburg virus be sexually transmitted?,PMID_39100711,EXCLUDE
Molecular Evolution of Viruses of the Family Filoviridae Based on 97 Whole-Genome Sequences,PMID_23255795,INCLUDE
Development of a Well-Characterized Cynomolgus Macaque Model of Marburg Virus Disease for Support of Vaccine and Therapy Development,PMID_36016203,EXCLUDE
Protection Against Marburg Virus Using a Recombinant VSV-Vaccine Depends on T and B Cell Activation,PMID_30723475,EXCLUDE
Marburg Virus Evades Interferon Responses by a Mechanism Distinct from Ebola Virus,PMID_20084112,EXCLUDE
"Recombinant Protein Filovirus Vaccines Protect Cynomolgus Macaques From Ebola, Sudan, and Marburg Viruses",PMID_34484200,EXCLUDE
Toremifene interacts with and destabilizes the Ebola virus glycoprotein,PMID_27362232,EXCLUDE
Marburg Virus Outbreak in Equatorial Guinea: Need for Speed,PMID_38273871,EXCLUDE
"Differential Sensitivity of Bat Cells to Infection by Enveloped RNA Viruses: Coronaviruses, Paramyxoviruses, Filoviruses, and Influenza Viruses",PMID_24023659,EXCLUDE
BCX4430 – A broad-spectrum antiviral adenosine nucleoside analog under development for the treatment of Ebola virus disease,PMID_27095300,EXCLUDE
Vaccines against Ebola virus and Marburg virus: recent advances and promising candidates,PMID_31589088,EXCLUDE
Pathophysiology of Ebola Virus Infection: Current Challenges and Future Hopes,PMID_27622648,EXCLUDE
"Outbreak of Marburg Virus Disease, Equatorial Guinea, 2023",PMID_40180579,INCLUDE
A PPxY motif within the VP40 protein of Ebola virus interacts physically and functionally with a ubiquitin ligase: Implications for filovirus budding,PMID_11095724,EXCLUDE
Repeated outbreaks of Viral hemorrhagic fevers in Uganda,PMID_23516123,INCLUDE
Diagnostics for filovirus detection: impact of recent outbreaks on the diagnostic landscape,PMID_30899573,EXCLUDE
"Evidence-Based Guidance for One Health Preparedness, Prevention, and Response Strategies to Marburg Virus Disease Outbreaks",PMID_39727639,EXCLUDE
Vesicular stomatitis virus-based vaccines protect nonhuman primates against aerosol challenge with Ebola and Marburg viruses,PMID_18930776,EXCLUDE
Marburg Virus and Monkeypox Virus: The Concurrent Outbreaks in Ghana and the lesson learned from the Marburg Virus Containment,DOI_452c546048b4,EXCLUDE
Detection of all known filovirus species by reverse transcription-polymerase chain reaction using a primer set specific for the viral nucleoprotein gene,PMID_21093485,EXCLUDE
Antiviral therapies against Ebola and other emerging viral diseases using existing medicines that block virus entry,PMID_26069727,EXCLUDE
Genomic analysis of filoviruses associated with four viral hemorrhagic fever outbreaks in Uganda and the Democratic Republic of the Congo in 2012,PMID_23711383,EXCLUDE
Role of EXT1 and Glycosaminoglycans in the Early Stage of Filovirus Entry,PMID_25741008,EXCLUDE
Prospects for immunisation against Marburg and Ebola viruses,PMID_20658513,EXCLUDE
Scoping future outbreaks: a scoping review on the outbreak prediction of the WHO Blueprint list of priority diseases,PMID_34531189,EXCLUDE
World Health Organization High Priority Pathogens: Ophthalmic Disease Findings and Vision Health Perspectives,PMID_33917710,EXCLUDE
Outbreak of Marburg Hemorrhagic Fever in Angola: A Review of the History of the Disease and its Biological Aspects,PMID_16044395,EXCLUDE
Simian hemorrhagic fever virus infection of rhesus macaques as a model of viral hemorrhagic fever: Clinical characterization and risk factors for severe disease,PMID_22014505,EXCLUDE
Delayed Time-to-Treatment of an Antisense Morpholino Oligomer Is Effective against Lethal Marburg Virus Infection in Cynomolgus Macaques,PMID_26901785,EXCLUDE
Filoviruses and bats,PMID_28603449,EXCLUDE
Filovirus Replication and Transcription,PMID_24093048,EXCLUDE
Ebola virus disease candidate vaccines under evaluation in clinical trials,PMID_27160784,EXCLUDE
Duration of Maternal Antibodies against Canine Distemper Virus and Hendra Virus in Pteropid Bats,PMID_23826322,EXCLUDE
Understanding the dynamics of Ebola epidemics,PMID_16999875,EXCLUDE
Lassa and mopeia virus replication in human monocytes/macrophages and in endothelial cells: Different effects on IL-8 and TNF-? gene expression,PMID_10534741,EXCLUDE
Knowledge and attitude towards Ebola and Marburg virus diseases in Uganda using quantitative and participatory epidemiology techniques,PMID_28892520,EXCLUDE
The Ebola virus VP35 protein binds viral immunostimulatory and host RNAs identified through deep sequencing,PMID_28636653,EXCLUDE
Marburg virus outbreak in Tanzania: A threat to global health security,PMID_40496799,EXCLUDE
VP35 Knockdown Inhibits Ebola Virus Amplification and Protects against Lethal Infection in Mice,PMID_16495261,EXCLUDE
Identification of Ellagic Acid from Plant Rhodiola rosea L. as an Anti-Ebola Virus Entry Inhibitor,PMID_29584652,EXCLUDE
Detection of Nipah Virus RNA in Fruit Bat (Pteropus giganteus) from India,PMID_22802440,EXCLUDE
Inhibition of Filovirus Replication by the Zinc Finger Antiviral Protein,DOI_e8a06d7df79f,EXCLUDE
Infection and Activation of Monocytes by Marburg and Ebola Viruses,PMID_11602743,EXCLUDE
Ebola Virus Glycoprotein 1: Identification of Residues Important for Binding and Postbinding Events,PMID_17475648,EXCLUDE
Serosurveillance of viral pathogens circulating in West Africa,DOI_af2f2ff75814,INCLUDE
A reflection on the Marburg virus outbreak in Tanzania: the importance of preparedness and prevention in public health – a correspondence,PMID_37228906,EXCLUDE
Could the Ebola virus matrix protein VP40 be a drug target?,PMID_24283270,EXCLUDE
The SPIN framework to control and prevent the Marburg virus disease outbreak in Equatorial Guinea.,PMID_37250680,EXCLUDE
Development of a model for marburgvirus based on severe-combined immunodeficiency mice,PMID_17961252,EXCLUDE
Discovery and Early Development of AVI-7537 and AVI-7288 for the Treatment of Ebola Virus and Marburg Virus Infections,PMID_23202506,EXCLUDE
Rodent-Adapted Filoviruses and the Molecular Basis of Pathogenesis,PMID_27189922,EXCLUDE
"Type I Interferon Reaction to Viral Infection in Interferon-Competent, Immortalized Cell Lines from the African Fruit Bat Eidolon helvum",PMID_22140523,EXCLUDE
A prophylactic multivalent vaccine against different filovirus species is immunogenic and provides protection from lethal infections with Ebolavirus and Marburgvirus species in non-human primates,PMID_29462200,EXCLUDE
Going to Bat(s) for Studies of Disease Tolerance,PMID_30294323,EXCLUDE
Evasion of Interferon Responses by Ebola and Marburg Viruses,PMID_19694547,EXCLUDE
"Predicting the combined effects of case isolation, safe funeral practices, and contact tracing during Ebola virus disease outbreaks",PMID_36649296,EXCLUDE
Infectious Disease Threats in the Twenty-First Century: Strengthening the Global Response,PMID_30984169,EXCLUDE
A comparative analysis of Marburg virus-infected bat and human models from public high-throughput sequencing data,PMID_39744175,EXCLUDE
A Methodology for Determining Which Diseases Warrant Care in a High-Level Containment Care Unit,PMID_31443440,EXCLUDE
Local Mutational Pressures in Genomes of Zaire Ebolavirus and Marburg Virus,PMID_26798338,EXCLUDE
Fiebre chikungunya - Una nueva amenaza global,PMID_25087211,EXCLUDE
Human Macrophage C-Type Lectin Specific for Galactose and<i>N</i>-Acetylgalactosamine Promotes Filovirus Entry,PMID_14990712,EXCLUDE
Rescue of Recombinant Marburg Virus from cDNA Is Dependent on Nucleocapsid Protein VP30,PMID_16379005,EXCLUDE
Seroepidemiological Prevalence of Multiple Species of Filoviruses in Fruit Bats (<i>Eidolon helvum</i>) Migrating in Africa,PMID_25786916,EXCLUDE
Deep Sequencing Identifies Noncanonical Editing of Ebola and Marburg Virus RNAs in Infected Cells,PMID_25370495,EXCLUDE
Macaque Monoclonal Antibodies Targeting Novel Conserved Epitopes within Filovirus Glycoprotein,PMID_26468532,EXCLUDE
The neglected continuously emerging Marburg virus disease in Africa: A global public health threat,PMID_37908639,EXCLUDE
ITCH E3 Ubiquitin Ligase Interacts with Ebola Virus VP40 To Regulate Budding,PMID_27489272,EXCLUDE
Marburg virus disease outbreak in Guinea: a SPIN framework of its transmission and control measures for an exemplary response pattern in West Africa.,PMID_34925678,EXCLUDE
Dimerization of Tetherin Is Not Essential for Its Antiviral Activity against Lassa and Marburg Viruses,PMID_19742323,EXCLUDE
"Marburgvirus in Egyptian Fruit Bats, Zambia",PMID_31146800,EXCLUDE
The Ebola Virus VP30-NP Interaction Is a Regulator of Viral RNA Synthesis,PMID_27755595,EXCLUDE
Immunology of Bats and Their Viruses: Challenges and Opportunities,PMID_25494448,EXCLUDE
Small-Molecule Probes Targeting the Viral PPxY-Host Nedd4 Interface Block Egress of a Broad Range of RNA Viruses,PMID_24741084,EXCLUDE
Ebola and other viral haemorrhagic fevers,DOI_3a9ff7b69f42,EXCLUDE
"An update on the progress of galidesivir (BCX4430), a broad-spectrum antiviral",PMID_34551346,EXCLUDE
The Egyptian Rousette Genome Reveals Unexpected Features of Bat Antiviral Immunity,PMID_29706541,EXCLUDE
Antiviral therapies against Ebola and other emerging viral diseases using existing medicines that block virus entry,DOI_0cf5fe54df94,EXCLUDE
A bibliometric study on Marburg virus research with prevention and control strategies,DOI_8293c634b341,EXCLUDE
Rise of Marburg virus in Africa: a call for global preparedness,DOI_c99c8fff9b33,EXCLUDE
Mouse Models for Filovirus Infections,PMID_23170168,EXCLUDE
Dimerization Controls Marburg Virus VP24-dependent Modulation of Host Antioxidative Stress Responses,PMID_27497688,EXCLUDE
Vaccine Platform Comparison: Protective Efficacy against Lethal Marburg Virus Challenge in the Hamster Model,PMID_39126087,EXCLUDE
"Ebola virus outbreak, updates on current therapeutic strategies",PMID_25962887,EXCLUDE
Identifying Reservoirs of Infection: A Conceptual and Practical Challenge,PMID_12498665,EXCLUDE
Bats in ecosystems and their Wide spectrum of viral infectious potential threats: SARS-CoV-2 and other emerging viruses,PMID_32829048,EXCLUDE
The current and future global distribution and population at risk of dengue,PMID_31182801,EXCLUDE
Dose Response of MARV/Angola Infection in Cynomolgus Macaques following IM or Aerosol Exposure,PMID_26413900,EXCLUDE
Combination therapy protects macaques against advanced Marburg virus disease,PMID_33767178,EXCLUDE
Investing in preparedness for rapid detection and control of epidemics: analysis of health system reforms and their effect on 2021 Ebola virus disease epidemic response in Guinea,PMID_36599498,EXCLUDE
Occupational hazards in hospitals: risk of infection.,PMID_3304395,EXCLUDE
"Ebola, COVID-19, and emerging infectious disease: lessons learned and future preparedness",PMID_32740063,EXCLUDE
"Shedding of Marburg Virus in Naturally Infected Egyptian Rousette Bats, South Africa, 2017",PMID_33219802,EXCLUDE
"Bushmeat Hunting, Deforestation, and Prediction of Zoonotic Disease",PMID_16485465,EXCLUDE
Single Dose of a VSV-Based Vaccine Rapidly Protects Macaques From Marburg Virus Disease,PMID_34777392,EXCLUDE
Recent outbreak of Marburg virus disease: Could it be a threat for global public health?,PMID_36467750,EXCLUDE
The Current Pathogenicity and Potential Risk Evaluation of Marburg Virus to Cause Mysterious “Disease X”—An Update on Recent Evidences,PMID_38440221,EXCLUDE
Marburg Virus Disease – A Mini-Review,DOI_d33e532b2982,EXCLUDE
Immune Responses to Novel Adenovirus Type 26 and Modified Vaccinia Virus Ankara–Vectored Ebola Vaccines at 1 Year,PMID_28291882,EXCLUDE
Vesicular Stomatitis Virus-Based Vaccines Protect Nonhuman Primates against Bundibugyo ebolavirus,PMID_24367715,EXCLUDE
Structure-Based Design of Prefusion-Stabilized Filovirus Glycoprotein Trimers,PMID_32234486,EXCLUDE
"Epidemiology, pathophysiology, transmission, genomic structure, treatment, and future perspectives of the novel Marburg virus outbreak",PMID_36799786,EXCLUDE
Differential transcriptional responses to Ebola and Marburg virus infection in bat and human cells,PMID_27713552,EXCLUDE
Advancements in Marburg (MARV) Virus Vaccine Research With Its Recent Reemergence in Equatorial Guinea and Tanzania: A Scoping Review,PMID_37593293,EXCLUDE
Bat Coronaviruses in China,PMID_30832341,EXCLUDE
Protective mAbs and Cross-Reactive mAbs Raised by Immunization with Engineered Marburg Virus GPs,PMID_26115029,EXCLUDE
Oral obeldesivir provides postexposure protection against Marburg virus in nonhuman primates,PMID_39805309,EXCLUDE
Single-dose attenuated Vesiculovax vaccines protect primates against Ebola Makona virus,PMID_25853476,EXCLUDE
Current perspectives on the phylogeny of Filoviridae,PMID_21742058,EXCLUDE
Marburg virus outbreaks in Africa,DOI_77deaa4c2f8c,EXCLUDE
Identification of a coumarin-based antihistamine-like small molecule as an anti-filoviral entry inhibitor,PMID_28645623,EXCLUDE
Biochemical Analysis of the Secreted and Virion Glycoproteins of Ebola Virus,PMID_9658086,INCLUDE
Use of immunoelectron microscopy to show Ebola virus during the 1989 United States epizootic.,PMID_2229429,EXCLUDE
Evaluation of Perceived Threat Differences Posed by Filovirus Variants,PMID_22070137,EXCLUDE
A highly attenuated Vesiculovax vaccine rapidly protects nonhuman primates against lethal Marburg virus challenge,PMID_35622847,EXCLUDE
No exit: Targeting the budding process to inhibit filovirus replication,PMID_19114059,EXCLUDE
The pig as a mixing vessel for influenza viruses: Human and veterinary implications,PMID_19565018,EXCLUDE
Monitoring Symptoms of Infectious Diseases: Perspectives for Printed Wearable Sensors,PMID_34072174,EXCLUDE
The Pathogenesis of Ebola Virus Disease,PMID_27959626,EXCLUDE
"Isolated Case of Marburg Virus Disease, Kampala, Uganda, 2014",PMID_28518032,EXCLUDE
"Lowland grazing and Marburg virus disease (MVD) outbreak in Kween district, Eastern Uganda",PMID_30704427,INCLUDE
Favipiravir Pharmacokinetics in Nonhuman Primates and Insights for Future Efficacy Studies of Hemorrhagic Fever Viruses,PMID_27736754,EXCLUDE
Filoviruses Require Endosomal Cysteine Proteases for Entry but Exhibit Distinct Protease Preferences,PMID_22238307,EXCLUDE
Variation in the Glycoprotein and VP35 Genes of Marburg Virus Strains,PMID_9448698,INCLUDE
Establishment of pseudovirus infection mouse models for in vivo pharmacodynamics evaluation of filovirus entry inhibitors,PMID_29719780,EXCLUDE
"Marburg Virus Infection in Egyptian Rousette Bats, South Africa, 2013–20141",PMID_29774854,EXCLUDE
Infection fatality rate of SARS-CoV2 in a super-spreading event in Germany,PMID_33203887,EXCLUDE
"Development of a TaqMan Array Card for Acute-Febrile-Illness Outbreak Investigation and Surveillance of Emerging Pathogens, Including Ebola Virus",PMID_26491176,EXCLUDE
Designing of a Multi-epitope Vaccine against the Structural Proteins of Marburg Virus Exploiting the Immunoinformatics Approach,PMID_34870027,EXCLUDE
Mechanism of Human Antibody-Mediated Neutralization of Marburg Virus,PMID_25723164,EXCLUDE
Infection fatality rate of SARS-CoV-2 infection in a German community with a super-spreading event,DOI_ef7aaea7c9f3,EXCLUDE
Marburg and Ravn Viruses Fail to Cause Disease in the Domestic Ferret (Mustela putorius furo),PMID_29955887,EXCLUDE
The Ebola virus ribonucleoprotein complex: A novel VP30–L interaction identified,PMID_19041915,EXCLUDE
Chaperone-Mediated Autophagy Protein BAG3 Negatively Regulates Ebola and Marburg VP40-Mediated Egress,PMID_28723972,EXCLUDE
Multiplexed rapid antigen tests developed using multicolored nanoparticles and cross-reactive antibody pairs: Implications for pandemic preparedness,PMID_36348742,EXCLUDE
"Cross-Protection against Marburg Virus Strains by Using a Live, Attenuated Recombinant Vaccine",PMID_16973570,EXCLUDE
Impact of Globalization and Animal Trade on Infectious Disease Ecology,PMID_18258027,EXCLUDE
Quadrivalent VesiculoVax vaccine protects nonhuman primates from viral-induced hemorrhagic fever and death,PMID_31820871,EXCLUDE
"VP40, the Matrix Protein of Marburg Virus, Is Associated with Membranes of the Late Endosomal Compartment",PMID_11799178,EXCLUDE
Offering patients more: how the West Africa Ebola outbreak can shape innovation in therapeutic research for emerging and epidemic infections,PMID_28396467,EXCLUDE
"Fractional-order model for marburg virus transmission: assessing the impact of awareness, burial and cremation practices",DOI_4efb0b93ae5b,INCLUDE
Genomic Evolution and Phylodynamics of the Species Orthomarburgvirus marburgense (Marburg and Ravn Viruses) to Understand Viral Adaptation and Marburg Virus Disease’s Transmission Dynamics,PMID_39770366,EXCLUDE
Discovery and Structural Optimization of 4-(Aminomethyl)benzamides as Potent Entry Inhibitors of Ebola and Marburg Virus Infections,PMID_32490678,EXCLUDE
Calcium Regulation of Hemorrhagic Fever Virus Budding: Mechanistic Implications for Host-Oriented Therapeutic Intervention,PMID_26513362,EXCLUDE
"One Health, emerging infectious diseases and wildlife: two decades of progress?",PMID_28584175,EXCLUDE
The origin of major human infections and the crucial role of person-to-person spread,PMID_2050199,EXCLUDE
Therapeutic treatment of Marburg and Ravn virus infection in nonhuman primates with a human monoclonal antibody,PMID_28381540,EXCLUDE
Spillover and pandemic properties of zoonotic viruses with high host plasticity,PMID_26445169,EXCLUDE
Serological Evidence of Ebola Virus Infection in Indonesian Orangutans,PMID_22815803,EXCLUDE
"Rift Valley fever virus (<i>Bunyaviridae: Phlebovirus</i>): an update on pathogenesis, molecular epidemiology, vectors, diagnostics and prevention",PMID_21188836,EXCLUDE
Maternal Filovirus Infection and Death from Marburg and Ravn Viruses: Highly Lethal to Pregnant Women and Their Fetuses Similar to Ebola Virus,DOI_ba5c9532f3dc,EXCLUDE
Combination therapy with remdesivir and monoclonal antibodies protects nonhuman primates against advanced Sudan virus disease,PMID_35413016,EXCLUDE
Emerging Filoviral Disease in Uganda: Proposed Explanations and Research Directions,PMID_24515940,EXCLUDE
"Marburg virus disease outbreak amid COVID-19 pandemic: an emerging concern in Ghana, West Africa",PMID_37093097,EXCLUDE
Development and Evaluation of a Panel of Filovirus Sequence Capture Probes for Pathogen Detection by Next-Generation Sequencing,PMID_25207553,EXCLUDE
"Rab9 GTPase Is Required for Replication of Human Immunodeficiency Virus Type 1, Filoviruses, and Measles Virus",PMID_16140752,EXCLUDE
Update on the Phylodynamic and Genetic Variability of Marburg Virus,PMID_37632063,INCLUDE
The Marburg Virus VP24 Protein Interacts with Keap1 to Activate the Cytoprotective Antioxidant Response Pathway,PMID_24630991,EXCLUDE
Nonhuman Primate Quarantine: Its Evolution and Practice,PMID_18323577,EXCLUDE
"Crystal Structure of Marburg Virus VP40 Reveals a Broad, Basic Patch for Matrix Assembly and a Requirement of the N-Terminal Domain for Immunosuppression",PMID_26656687,EXCLUDE
Characterization of the Cynomolgus Macaque Model of Marburg Virus Disease and Assessment of Timing for Therapeutic Treatment Testing,PMID_38140576,EXCLUDE
Chikungunya fever – A new global threat,PMID_32289075,EXCLUDE
Inhibition of Marburg Virus RNA Synthesis by a Synthetic Anti-VP35 Antibody,PMID_31120240,EXCLUDE
Interferon-β Therapy Prolongs Survival in Rhesus Macaque Models of Ebola and Marburg Hemorrhagic Fever,PMID_23255566,EXCLUDE
Ebola Virus Disease and Marburg Disease in Pregnancy,PMID_26000499,EXCLUDE
"Identification of GBV-D, a Novel GB-like Flavivirus from Old World Frugivorous Bats (Pteropus giganteus) in Bangladesh",PMID_20617167,EXCLUDE
Infectious Diseases Society of America Guidelines on the Treatment and Management of Patients With COVID-19 (April 2020),PMID_32338708,EXCLUDE
"Global distribution and health impact of infectious disease outbreaks, 1996–2023: a worldwide retrospective analysis of World Health Organization emergency event reports",PMID_40375732,EXCLUDE
"Emerging and Neglected Infectious Diseases: Insights, Advances, and Challenges",PMID_28286767,EXCLUDE
