title,article_id,ai4epi_fulltext_decision
Using information theory to optimise epidemic models for real-time prediction and estimation,PMID_32609732,EXCLUDE
Culex quinquefasciatus from Rio de Janeiro Is Not Competent to Transmit the Local Zika Virus,PMID_27598421,INCLUDE
New Vaccine Technologies to Combat Outbreak Situations,PMID_30283434,EXCLUDE
Modes of Transmission of Zika Virus,PMID_29267909,EXCLUDE
Human antibody responses after dengue virus infection are highly cross-reactive to Zika virus,PMID_27354515,EXCLUDE
"Zika Virus: Transmission, Detection, Control, and Prevention",PMID_28217114,EXCLUDE
Prevalence of Guillain-Barré syndrome among Zika virus infected cases: a systematic review and meta-analysis,PMID_29545017,EXCLUDE
The impact of news exposure on collective attention in the United States during the 2016 Zika epidemic,PMID_32163409,INCLUDE
Genomic Epidemiology of 2015–2016 Zika Virus Outbreak in Cape Verde,PMID_32441631,INCLUDE
Contemporary status of insecticide resistance in the major Aedes vectors of arboviruses infecting humans,PMID_28727779,EXCLUDE
Zika virus productively infects primary human placenta-specific macrophages,PMID_27595140,EXCLUDE
Live Births and Fertility Amid the Zika Epidemic in Brazil,PMID_32399856,EXCLUDE
Emerging and Re-emerging Vector-Borne Infectious Diseases and the Challenges for Control: A Review,PMID_34676194,EXCLUDE
Pyrethroid resistance in the dengue vector Aedes aegypti in Southeast Asia: present situation and prospects for management,PMID_29866193,EXCLUDE
Illustrating and homology modeling the proteins of the Zika virus,PMID_27746901,EXCLUDE
ICR suckling mouse model of Zika virus infection for disease modeling and drug validation,DOI_bcc01c2084dd,EXCLUDE
Novel and potent inhibitors targeting DHODH are broad-spectrum antivirals against RNA viruses including newly-emerged coronavirus SARS-CoV-2,PMID_32754890,EXCLUDE
Potential of a Northern Population of Aedes vexans (Diptera: Culicidae) to Transmit Zika Virus,PMID_28499036,INCLUDE
Dengue virus genomic variation associated with mosquito adaptation defines the pattern of viral non-coding RNAs and fitness in human cells,PMID_28264033,EXCLUDE
"Update: Ongoing Zika Virus Transmission — Puerto Rico, November 1, 2015–July 7, 2016",PMID_27490087,INCLUDE
The role of urbanisation in the spread of Aedes mosquitoes and the diseases they transmit—A systematic review,PMID_34499653,EXCLUDE
Hydrocephalus and arthrogryposis in an immunocompetent mouse model of ZIKA teratogeny: A developmental study,PMID_28231241,EXCLUDE
Zika Virus Transmission Through Blood Tissue Barriers,PMID_31333605,EXCLUDE
Real-Time Assessment of Health-Care Requirements During the Zika Virus Epidemic in Martinique,PMID_28200111,INCLUDE
"Investigation Into an Outbreak of Dengue-like Illness in Pernambuco, Brazil, Revealed a Cocirculation of Zika, Chikungunya, and Dengue Virus Type 1",PMID_27015222,INCLUDE
Comparative analysis of dengue and Zika outbreaks reveals differences by setting and virus,DOI_c47be28b5c24,EXCLUDE
Computational and Mathematical Methods to Estimate the Basic Reproduction Number and Final Size for Single-Stage and Multistage Progression Disease Models for Zika with Preventative Measures,PMID_28894473,INCLUDE
"Zika Virus Overview: Transmission, Origin, Pathogenesis, Animal Model and Diagnosis",PMID_34957474,EXCLUDE
Effects of multiple transmission pathways on Zika dynamics,PMID_30839920,INCLUDE
"Zika virus epidemiology: from Uganda to world pandemic, an update",PMID_29536828,EXCLUDE
Global reaction to the recent outbreaks of Zika virus: Insights from a Big Data analysis,PMID_28934352,EXCLUDE
"Estimating the subcritical transmissibility of the Zika outbreak in the State of Florida, USA, 2016",PMID_27829439,INCLUDE
Prevention and Control Strategies to Counter ZIKA Epidemic,PMID_28293228,EXCLUDE
"Zika virus: An update on epidemiology, pathology, molecular biology, and animal model",PMID_27124623,EXCLUDE
Infection of epididymal epithelial cells and leukocytes drives seminal shedding of Zika virus in a mouse model,PMID_30070988,EXCLUDE
Using the Health Belief Model to Analyze Instagram Posts about Zika for Public Health Communications,PMID_30561302,EXCLUDE
Mathematical Analysis of Viral Replication Dynamics and Antiviral Treatment Strategies: From Basic Models to Age-Based Multi-Scale Modeling,PMID_30050523,EXCLUDE
Sequential Infection of Aedes aegypti Mosquitoes with Chikungunya Virus and Zika Virus Enhances Early Zika Virus Transmission,PMID_30513725,INCLUDE
Citizen science provides a reliable and scalable tool to track disease-carrying mosquitoes,PMID_29066710,EXCLUDE
Single Amino Acid Mutations Affect Zika Virus Replication In Vitro and Virulence In Vivo,PMID_33198111,EXCLUDE
An ecological assessment of the pandemic threat of Zika virus,DOI_3900793b9907,EXCLUDE
Altered vector competence in an experimental mosquito-mouse transmission model of Zika infection,PMID_29505571,INCLUDE
"Vector Competence of<i>Aedes caspius</i>and<i>Ae. albopictus</i>Mosquitoes for Zika Virus, Spain",PMID_30666939,INCLUDE
Recent History of<i>Aedes aegypti</i>: Vector Genomics and Epidemiology Records,PMID_30464351,EXCLUDE
"Evolution of Two Major Zika Virus Lineages: Implications for Pathology, Immune Response, and Vaccine Development",PMID_30072993,EXCLUDE
Genomic and epidemiological characterisation of a dengue virus outbreak among blood donors in Brazil,PMID_29123142,EXCLUDE
Comparison of Chikungunya Virus and Zika Virus Replication and Transmission Dynamics in Aedes aegypti Mosquitoes,PMID_32431284,INCLUDE
Rational Engineering and Characterization of an mAb that Neutralizes Zika Virus by Targeting a Mutationally Constrained Quaternary Epitope,PMID_29746833,EXCLUDE
Culex mosquitoes are experimentally unable to transmit Zika virus,PMID_27605159,INCLUDE
Addressing Disease-Related Stigma During Infectious Disease Outbreaks,PMID_31156079,EXCLUDE
Mosquito-borne arboviruses of African origin: review of key viruses and vectors,PMID_29316963,EXCLUDE
High Rate of Non-Human Feeding by Aedes aegypti Reduces Zika Virus Transmission in South Texas,PMID_32316394,INCLUDE
Optimal Dynamic Prioritization of Scarce COVID-19 Vaccines,PMID_32995816,EXCLUDE
Comparing sources of mobility for modelling the epidemic spread of Zika virus in Colombia,PMID_35857744,INCLUDE
"Cost-effectiveness of Increasing Access to Contraception during the Zika Virus Outbreak, Puerto Rico, 2016",PMID_27805547,INCLUDE
Small-Animal Models of Zika Virus,PMID_29267919,EXCLUDE
The 3.8 Å resolution cryo-EM structure of Zika virus,PMID_27033547,EXCLUDE
Mechanistic Modeling of SARS‐CoV‐2 and Other Infectious Diseases and the Effects of Therapeutics,PMID_33410134,EXCLUDE
Mapping the global geographic potential of Zika virus spread,PMID_27653360,INCLUDE
Zika virus infects human testicular tissue and germ cells,DOI_a1e056284436,EXCLUDE
"Screening of Blood Donations for Zika Virus Infection — Puerto Rico, April 3–June 11, 2016",PMID_27337368,INCLUDE
On the Seasonal Occurrence and Abundance of the Zika Virus Vector Mosquito Aedes Aegypti in the Contiguous United States,PMID_27066299,EXCLUDE
Viral Determinants and Vector Competence of Zika Virus Transmission,PMID_29875751,EXCLUDE
"Zika Virus Infects, Activates, and Crosses Brain Microvascular Endothelial Cells, without Barrier Disruption",PMID_29312238,EXCLUDE
A guinea pig model of Zika virus infection,PMID_28399888,EXCLUDE
"Guillain-Barré Syndrome During Ongoing Zika Virus Transmission — Puerto Rico, January 1–July 31, 2016",PMID_27584942,INCLUDE
Anopheles mosquitoes may drive invasion and transmission of Mayaro virus across geographically diverse regions,PMID_30403665,EXCLUDE
"Viral outbreaks involve destabilized evolutionary networks: evidence from Ebola, Influenza and Zika",PMID_28928377,EXCLUDE
"South-east Asian Zika virus strain linked to cluster of cases in Singapore, August 2016",PMID_27684526,EXCLUDE
"Women’s reproductive health knowledge, attitudes and practices in relation to the Zika virus outbreak in northeast Brazil",PMID_29298358,EXCLUDE
Aedes aegypti vector competence studies: A review,PMID_30465912,EXCLUDE
Dengue virus antibodies enhance Zika virus infection,PMID_28090318,EXCLUDE
Co-circulation and misdiagnosis led to underestimation of the 2015–2017 Zika epidemic in the Americas,PMID_33647014,INCLUDE
A Lipidomics Approach in the Characterization of Zika-Infected Mosquito Cells: Potential Targets for Breaking the Transmission Cycle,PMID_27723844,EXCLUDE
"Global, regional, and national age-sex-specific mortality for 282 causes of death in 195 countries and territories, 1980–2017: a systematic analysis for the Global Burden of Disease Study 2017",PMID_30496103,EXCLUDE
"Mutations in ANKLE2, a ZIKA Virus Target, Disrupt an Asymmetric Cell Division Pathway in Drosophila Neuroblasts to Cause Microcephaly",PMID_31735666,EXCLUDE
Community Health Workers and Pandemic Preparedness: Current and Prospective Roles,PMID_30972316,EXCLUDE
Animal models of congenital zika syndrome provide mechanistic insight into viral pathogenesis during pregnancy,PMID_33091001,EXCLUDE
"Effectiveness of Wolbachia-infected mosquito deployments in reducing the incidence of dengue and other Aedes-borne diseases in Niterói, Brazil: A quasi-experimental study",PMID_34252106,INCLUDE
Molecular detection of Zika virus in blood and RNA load determination during the French Polynesian outbreak,PMID_27859375,INCLUDE
Fractional insights into Zika virus transmission: Exploring preventive measures from a dynamical perspective,DOI_beec1413c2f0,INCLUDE
Chloroquine inhibits Zika Virus infection in different cellular models,DOI_fbf798365adf,EXCLUDE
Zika Virus: the Latest Newcomer,PMID_27148186,EXCLUDE
Influence of herd immunity in the cyclical nature of arboviruses,PMID_32193135,EXCLUDE
Zika — another threat on the epidemiological map of the world,PMID_27029927,EXCLUDE
A single-dose live-attenuated vaccine prevents Zika virus pregnancy transmission and testis damage,PMID_28939807,EXCLUDE
"Update: Interim Guidance for Preconception Counseling and Prevention of Sexual Transmission of Zika Virus for Persons with Possible Zika Virus Exposure — United States, September 2016",PMID_30091965,EXCLUDE
Zika Virus Outbreak in Haiti in 2014: Molecular and Clinical Data,PMID_27111294,EXCLUDE
Inferring <i>who-infected-whom-where</i> in the 2016 Zika outbreak in Singapore—a spatio-temporal model,PMID_31213175,INCLUDE
Vector competence of Australian Aedes aegypti and Aedes albopictus for an epidemic strain of Zika virus,PMID_30946747,INCLUDE
"Modelling the effective reproduction number of vector-borne diseases: the yellow fever outbreak in Luanda, Angola 2015–2016 as an example",PMID_32149023,EXCLUDE
"Epidemiology of Dengue, Chikungunya, and Zika Virus Disease in U.S. States and Territories, 2017",PMID_31436154,INCLUDE
Isolation of Infective Zika Virus from Urine and Saliva of Patients in Brazil,PMID_27341420,EXCLUDE
Mosquito co-infection with Zika and chikungunya virus allows simultaneous transmission without affecting vector competence of Aedes aegypti,PMID_28570693,INCLUDE
Zika virus infects cells lining the blood-retinal barrier and causes chorioretinal atrophy in mouse eyes,PMID_28239662,EXCLUDE
"Outbreak of Zika virus disease in the Americas and the association with microcephaly, congenital malformations and Guillain–Barré syndrome",PMID_26998633,EXCLUDE
Zika Virus: A Review of Literature,PMID_30254814,EXCLUDE
The Roles of prM-E Proteins in Historical and Epidemic Zika Virus-mediated Infection and Neurocytotoxicity,PMID_30769824,EXCLUDE
"Survey of Blood Collection Centers and Implementation of Guidance for Prevention of Transfusion-Transmitted Zika Virus Infection — Puerto Rico, 2016",PMID_27078190,EXCLUDE
"Dengue, Zika and Chikungunya: Emerging Arboviruses in the New World",PMID_27833670,EXCLUDE
"Zika Virus Exhibits Lineage-Specific Phenotypes in Cell Culture, in Aedes aegypti Mosquitoes, and in an Embryo Model",PMID_29258204,INCLUDE
Tracking COVID-19 in Europe: Infodemiology Approach,PMID_32250957,EXCLUDE
Mapping the global potential distributions of two arboviral vectors Aedes aegypti and Ae. albopictus under changing climate,PMID_30596764,EXCLUDE
Potential for Zika virus to establish a sylvatic transmission cycle in the Americas,DOI_e391d76880c2,EXCLUDE
"Biological Control of Mosquito Vectors: Past, Present, and Future",PMID_27706105,EXCLUDE
Viral Retinopathy in Experimental Models of Zika Infection,PMID_28810265,EXCLUDE
How does Zika virus cause microcephaly?,PMID_28566536,EXCLUDE
"Update: Ongoing Zika Virus Transmission — Puerto Rico, November 1, 2015–April 14, 2016",PMID_27149205,INCLUDE
"Comparing the effectiveness of different strains of Wolbachia for controlling chikungunya, dengue fever, and zika",PMID_30059498,INCLUDE
ZIKA virus reveals broad tissue and cell tropism during the first trimester of pregnancy,PMID_27759009,EXCLUDE
Nonhuman Primate Models of Zika Virus Infection and Disease during Pregnancy,PMID_34696518,EXCLUDE
The African strain of Zika virus causes more severe <i>in utero</i> infection than Asian strain in a porcine fetal transmission model,PMID_31340725,EXCLUDE
Chikungunya Virus: An Emergent Arbovirus to the South American Continent and a Continuous Threat to the World,PMID_32670231,EXCLUDE
Broad-Spectrum Antiviral Strategies and Nucleoside Analogues,PMID_33924302,EXCLUDE
Ebselen alleviates testicular pathology in mice with Zika virus infection and prevents its sexual transmission,PMID_29447264,EXCLUDE
Isolation of infective Zika virus from urine and saliva of patients in Brazil,DOI_92721f29b4b8,EXCLUDE
Zika virus replication in the mosquito <i>Culex quinquefasciatus</i> in Brazil,PMID_28790458,INCLUDE
Characterization of Lethal Zika Virus Infection in AG129 Mice,PMID_27093158,EXCLUDE
New estimates of the Zika virus epidemic attack rate in Northeastern Brazil from 2015 to 2016: A modelling analysis based on Guillain-Barré Syndrome (GBS) surveillance data,PMID_32348302,INCLUDE
"Zika, dengue and chikungunya population prevalence in Rio de Janeiro city, Brazil, and the importance of seroprevalence studies to estimate the real number of infected individuals",PMID_33332373,INCLUDE
The dinucleotide composition of the Zika virus genome is shaped by conflicting evolutionary pressures in mammalian hosts and mosquito vectors,PMID_33872300,INCLUDE
High Infection Rates for Adult Macaques after Intravaginal or Intrarectal Inoculation with Zika Virus,PMID_28548637,EXCLUDE
Zika virus outbreak in the Pacific: Vector competence of regional vectors,PMID_30016372,INCLUDE
"Detection of Zika Virus Infection in Thailand, 2012–2014",PMID_26101272,EXCLUDE
Projecting Month of Birth for At-Risk Infants after Zika Virus Disease Outbreaks,PMID_27088494,INCLUDE
Successive Bloodmeals Enhance Virus Dissemination Within Mosquitoes And Increase Transmission Potential,DOI_6e74b475ab76,EXCLUDE
"Continued Transmission of Zika Virus in Humans in West Africa, 1992–2016",PMID_28398562,INCLUDE
CD4+T cells mediate protection against Zika associated severe disease in a mouse model of infection,PMID_30212537,EXCLUDE
Human Urban Arboviruses Can Infect Wild Animals and Jump to Sylvatic Maintenance Cycles in South America,PMID_31380302,EXCLUDE
Modeling the spread of the Zika virus using topological data analysis,PMID_29438377,INCLUDE
Niclosamide rescues microcephaly in a humanized <i>in vivo</i> model of Zika infection using human induced neural stem cells,PMID_29378701,EXCLUDE
Reducing resistance allele formation in CRISPR gene drive,PMID_29735716,EXCLUDE
Prediction of Zika-confirmed cases in Brazil and Colombia using Google Trends,PMID_30056812,INCLUDE
"The Epidemiology and Transmissibility of Zika Virus in Girardot and San Andres Island, Colombia",DOI_5889f4e2cf0a,EXCLUDE
G-quadruplexes and G-quadruplex ligands: targets and tools in antiviral therapy,PMID_29554280,EXCLUDE
"Estimating the risk of Dengue, Chikungunya and Zika outbreaks in a large European city",PMID_30401870,INCLUDE
The Zika epidemic and abortion in Latin America: a scoping review,PMID_29750204,EXCLUDE
"Zika Virus Emergence in Mosquitoes in Southeastern Senegal, 2011",PMID_25310102,INCLUDE
Vertical transmission of zika virus in Aedes albopictus,PMID_33057411,INCLUDE
Warming temperatures could expose more than 1.3 billion new people to Zika virus risk by 2050,PMID_33037740,INCLUDE
Threshold Dynamics in a Model for Zika Virus Disease with Seasonality,PMID_33594490,INCLUDE
Oligodendrocytes are susceptible to Zika virus infection in a mouse model of perinatal exposure: Implications for <scp>CNS</scp> complications,PMID_33942402,EXCLUDE
Viral Emerging Diseases: Challenges in Developing Vaccination Strategies,PMID_33013898,EXCLUDE
Identification of small-molecule inhibitors of Zika virus infection and induced neural cell death via a drug repurposing screen,PMID_27571349,EXCLUDE
"Vector-borne transmission of Zika virus in Europe, southern France, August 2019",PMID_31718742,EXCLUDE
How Do Virus–Mosquito Interactions Lead to Viral Emergence?,PMID_29305089,EXCLUDE
"Climatic and socio-economic factors supporting the co-circulation of dengue, Zika and chikungunya in three different ecosystems in Colombia",PMID_33705409,INCLUDE
Global Disease Outbreaks Associated with the 2015–2016 El Niño Event,DOI_7707bfd65ffe,EXCLUDE
Zika Virus Transmission from French Polynesia to Brazil,PMID_26403318,EXCLUDE
"Modeling mosquito-borne and sexual transmission of Zika virus in an enzootic host, the African green monkey",PMID_32569276,EXCLUDE
Restriction of Zika virus infection and transmission in <i>Aedes aegypti</i> mediated by an insect-specific flavivirus,PMID_30429457,INCLUDE
How Relevant Is Sexual Transmission of Zika Virus?,DOI_22649e9ed166,EXCLUDE
"Vector competence of Aedes aegypti, Aedes albopictus, and Culex quinquefasciatus mosquitoes for Mayaro virus",PMID_32287269,EXCLUDE
Subgenomic flavivirus RNA binds the mosquito DEAD/H-box helicase ME31B and determines Zika virus transmission by <i>Aedes aegypti</i>,PMID_31488709,INCLUDE
A comparative analysis of Chikungunya and Zika transmission,DOI_5cd4e3ede595,EXCLUDE
"Vertically transmitted chikungunya, Zika and dengue virus infections",PMID_33094137,EXCLUDE
Long-term projections of the impacts of warming temperatures on Zika and dengue risk in four Brazilian cities using a temperature-dependent basic reproduction number,PMID_37104296,INCLUDE
Contributions of Genetic Evolution to Zika Virus Emergence,PMID_34025610,EXCLUDE
Effects of the Environmental Temperature on Aedes aegypti and Aedes albopictus Mosquitoes: A Review,PMID_30404142,EXCLUDE
Spread of the pandemic Zika virus lineage is associated with NS1 codon usage adaptation in humans,DOI_f6f7b2ee44c8,EXCLUDE
Conspiracy Theories and the Zika Epidemic,DOI_93469ae6bd3e,EXCLUDE
Mapping the evolutionary landscape of Zika virus infection in immunocompromised mice,PMID_33408879,EXCLUDE
"Update: Interim Guidelines for Health Care Providers Caring for Pregnant Women and Women of Reproductive Age with Possible Zika Virus Exposure — United States, 2016",PMID_26866840,EXCLUDE
Genome Detective Coronavirus Typing Tool for rapid identification and characterization of novel coronavirus genomes,PMID_32108862,EXCLUDE
"Re-visiting the evolution, dispersal and epidemiology of Zika virus in Asia",PMID_29739925,INCLUDE
"The stability analysis of a co-circulation model for COVID-19, dengue, and zika with nonlinear incidence rates and vaccination strategies",PMID_36883137,INCLUDE
Risk factors for infection with chikungunya and Zika viruses in southern Puerto Rico: A community-based cross-sectional seroprevalence survey,PMID_35696355,INCLUDE
Differential transmission of Asian and African Zika virus lineages by <i>Aedes aegypti</i> from New Caledonia,PMID_30254274,INCLUDE
Increased temperatures reduce the vectorial capacity of <i>Aedes</i> mosquitoes for Zika virus,PMID_31894724,INCLUDE
Mathematical models of SIR disease spread with combined non-sexual and sexual transmission routes,PMID_29928728,EXCLUDE
Pathogenesis and sexual transmission of Spondweni and Zika viruses,PMID_28985234,EXCLUDE
Epidemic Forecasting is Messier Than Weather Forecasting: The Role of Human Behavior and Internet Data Streams in Epidemic Forecast,PMID_28830111,EXCLUDE
Taking forward a ‘One Health’ approach for turning the tide against the Middle East respiratory syndrome coronavirus and other zoonotic pathogens with epidemic potential,PMID_27321961,EXCLUDE
"Population genetics of the Asian tiger mosquito Aedes albopictus, an invasive vector of human diseases",PMID_27273325,EXCLUDE
Preliminary results of models to predict areas in the Americas with increased likelihood of Zika virus transmission in 2017,DOI_7c05689b44d3,EXCLUDE
Data-driven identification of potential Zika virus vectors,PMID_28244371,INCLUDE
Understanding the Pathogenesis of Zika Virus Infection Using Animal Models,PMID_29093650,EXCLUDE
Vector competence of<i>Anopheles</i>and<i>Culex</i>mosquitoes for Zika virus,PMID_28316896,INCLUDE
Zika virus can be venereally transmitted between Aedes aegypti mosquitoes,PMID_29246237,INCLUDE
A New High-Throughput Tool to Screen Mosquito-Borne Viruses in Zika Virus Endemic/Epidemic Areas,PMID_31569736,EXCLUDE
Mutational Pressure in Zika Virus: Local ADAR-Editing Areas Associated with Pauses in Translation and Replication,PMID_28275585,EXCLUDE
Forecasting dengue fever in Brazil: An assessment of climate conditions,PMID_31393908,EXCLUDE
Lujo viral hemorrhagic fever: considering diagnostic capacity and preparedness in the wake of recent Ebola and Zika virus outbreaks,PMID_27593704,EXCLUDE
"Update: Interim Guidance for Prevention of Sexual Transmission of Zika Virus — United States, July 2016",PMID_27466758,EXCLUDE
Sexual transmission of Zika virus and other flaviviruses: A living systematic review,PMID_30040845,EXCLUDE
The spread of Wolbachia through mosquito populations,PMID_28570608,EXCLUDE
Seroprevalence of Zika Virus in Wild African Green Monkeys and Baboons,PMID_28289727,EXCLUDE
Geospatial modeling of microcephaly and zika virus spread patterns in Brazil,PMID_31557165,INCLUDE
African and Asian strains of Zika virus differ in their ability to infect and lyse primitive human placental trophoblast,PMID_29985932,EXCLUDE
Fertility trends during successive novel infectious disease outbreaks: Zika and COVID-19 in Brazil,PMID_35508025,EXCLUDE
Fogarty International Center collaborative networks in infectious disease modeling: Lessons learnt in research and capacity building,PMID_30446431,EXCLUDE
A dynamic neural network model for predicting risk of Zika in real-time,DOI_893c43ad2add,EXCLUDE
"The recently introduced Aedes albopictus in Tunisia has the potential to transmit chikungunya, dengue and Zika viruses",PMID_33007002,INCLUDE
Current Efforts in the Development of Vaccines for the Prevention of Zika and Chikungunya Virus Infections,PMID_32373111,EXCLUDE
"Vector Competence of Aedes aegypti, Aedes albopictus and Culex quinquefasciatus from Brazil and New Caledonia for Three Zika Virus Lineages",PMID_32708536,INCLUDE
Structural and immunological basis of cross-reactivity between dengue and Zika infections: Implications in serosurveillance in endemic regions,PMID_37007463,EXCLUDE
"Spatiotemporal transmission dynamics of co-circulating dengue, Zika, and chikungunya viruses in Fortaleza, Brazil: 2011–2017",PMID_33104708,INCLUDE
Surveillance and Diagnosis of West Nile Virus in the Face of Flavivirus Cross-Reactivity,PMID_30369916,EXCLUDE
Projecting the end of the Zika virus epidemic in Latin America: a modelling analysis,DOI_a065efd341a0,EXCLUDE
A relevant in vitro human model for the study of Zika virus antibody-dependent enhancement,PMID_28691657,EXCLUDE
Zika Virus: Endemic Versus Epidemic Dynamics and Implications for Disease Spread in the Americas,DOI_70f06125c73e,EXCLUDE
Serological evidence of infection with dengue and Zika viruses in horses on French Pacific Islands,PMID_30730887,EXCLUDE
Zika virus preferentially replicates in the female reproductive tract after vaginal inoculation of rhesus macaques,PMID_28746373,EXCLUDE
"Competence of <i>Aedes aegypti</i>, <i>Ae. albopictus</i>, and <i>Culex quinquefasciatus</i> Mosquitoes as Zika Virus Vectors, China",PMID_28430562,INCLUDE
Investigating the dose-dependency of the midgut escape barrier using a mechanistic model of within-mosquito dengue virus population dynamics,DOI_e2ca97605085,EXCLUDE
