title,article_id,ai4epi_abstract_decision,downloaded
"Seroprevalence, risk factor, and spatial analyses of Zika virus infection after the 2016 epidemic in Managua, Nicaragua",PMID_30150394,INCLUDE,True
"Interim Guidelines for Pregnant Women During a Zika Virus Outbreak — United States, 2016",PMID_26796813,EXCLUDE,True
<i>Culex pipiens quinquefasciatus</i>: a potential vector to transmit Zika virus,PMID_27599470,INCLUDE,True
Coitus-Free Sexual Transmission of Zika Virus in a Mouse Model,PMID_30337585,EXCLUDE,True
"Zika, chikungunya and dengue: the causes and threats of new and re-emerging arboviral diseases",PMID_29435366,EXCLUDE,True
"Detecting the impact of temperature on transmission of Zika, dengue and chikungunya using mechanistic models",DOI_92b6680413a6,INCLUDE,True
A novel Zika virus mouse model reveals strain specific differences in virus pathogenesis and host inflammatory immune responses,PMID_28278235,EXCLUDE,True
Effects of Zika Virus Strain and<i>Aedes</i>Mosquito Species on Vector Competence,PMID_28430564,INCLUDE,True
In situ immune response and mechanisms of cell damage in central nervous system of fatal cases microcephaly by Zika virus,PMID_29311619,EXCLUDE,True
Transmission dynamics of Zika virus in island populations: a modelling analysis of the 2013-14 French Polynesia outbreak,DOI_ab57b5b41825,INCLUDE,True
Comparative Analysis of Dengue and Zika Outbreaks Reveals Differences by Setting and Virus,PMID_27926933,INCLUDE,True
Diagnosis and management of Guillain–Barré syndrome in ten steps,PMID_31541214,EXCLUDE,True
"<i>Notes from the Field</i>: Evidence of Zika Virus Infection in Brain and Placental Tissues from Two Congenitally Infected Newborns and Two Fetal Losses — Brazil, 2015",PMID_26890059,EXCLUDE,True
Inferring the risk factors behind the geographical spread and transmission of Zika in the Americas,PMID_29346387,INCLUDE,True
"Zika Virus Outbreak in Rio de Janeiro, Brazil: Clinical Characterization, Epidemiological and Virological Aspects",PMID_27070912,EXCLUDE,True
A Zika virus from America is more efficiently transmitted than an Asian virus by Aedes aegypti mosquitoes from Asia,PMID_28450714,EXCLUDE,True
Zika viruses of African and Asian lineages cause fetal harm in a mouse model of vertical transmission,PMID_30995223,EXCLUDE,True
"Male-to-Male Sexual Transmission of Zika Virus — Texas, January 2016",PMID_27078057,EXCLUDE,True
Global expansion and redistribution of Aedes-borne virus transmission risk with climate change,PMID_30921321,INCLUDE,True
"Transmission of Zika Virus Through Sexual Contact with Travelers to Areas of Ongoing Transmission — Continental United States, 2016",PMID_26937739,INCLUDE,True
Potential for Zika Virus to Establish a Sylvatic Transmission Cycle in the Americas,PMID_27977671,INCLUDE,True
Temperature drives Zika virus transmission: evidence from empirical and mathematical models,DOI_5ed854e54af2,EXCLUDE,True
"Zika Virus Seroprevalence, French Polynesia, 2014–2015",PMID_28084987,INCLUDE,True
Genetic Characterization of Zika Virus Strains: Geographic Expansion of the Asian Lineage,DOI_ad93ea5d4cb3,EXCLUDE,True
Variation in<i>Aedes aegypti</i>Mosquito Competence for Zika Virus Transmission,PMID_28287375,INCLUDE,True
A Literature Review of Zika Virus,PMID_27070380,EXCLUDE,True
Mathematical model of zika virus dynamics with vector control and sensitivity analysis,PMID_31911957,INCLUDE,True
The Viral Polymerase Inhibitor 7-Deaza-2’-C-Methyladenosine Is a Potent Inhibitor of In Vitro Zika Virus Replication and Delays Disease Progression in a Robust Mouse Infection Model,PMID_27163257,EXCLUDE,True
"Possible Association Between Zika Virus Infection and Microcephaly — Brazil, 2015",PMID_26820244,INCLUDE,True
Animal Models of Zika Virus Infection during Pregnancy,PMID_30384472,EXCLUDE,True
Lying in wait: the resurgence of dengue virus after the Zika epidemic in Brazil,PMID_33976183,EXCLUDE,True
Arbovirus coinfection and co-transmission: A neglected public health concern?,PMID_30668574,EXCLUDE,True
"The Politics of Disease Epidemics: a Comparative Analysis of the SARS, Zika, and Ebola Outbreaks",PMID_32226719,EXCLUDE,True
"Zika Virus Spreads to New Areas — Region of the Americas, May 2015–January 2016",PMID_26820163,INCLUDE,True
Biology of Zika Virus Infection in Human Skin Cells,PMID_26085147,EXCLUDE,True
Zika Virus Infects Human Sertoli Cells and Modulates the Integrity of the <i>In Vitro</i> Blood-Testis Barrier Model,PMID_28878076,EXCLUDE,True
Zika Virus Outside Africa,PMID_19788800,EXCLUDE,True
Mapping global environmental suitability for Zika virus,PMID_27090089,EXCLUDE,True
"Seasonal temperature variation influences climate suitability for dengue, chikungunya, and Zika transmission",PMID_29746468,INCLUDE,True
Structure in the variability of the basic reproductive number ( <i>R</i> <sub>0</sub> ) for Zika epidemics in the Pacific islands,PMID_27897973,INCLUDE,True
"Dengue and Zika Viruses: Epidemiological History, Potential Therapies, and Promising Vaccines",PMID_32977703,EXCLUDE,True
"Local Mosquito-Borne Transmission of Zika Virus — Miami-Dade and Broward Counties, Florida, June–August 2016",PMID_27684886,INCLUDE,True
Asymptomatic Transmission and the Dynamics of Zika Infection,PMID_28724972,INCLUDE,True
An RNA nanoparticle vaccine against Zika virus elicits antibody and CD8+ T cell responses in a mouse model,PMID_28325910,EXCLUDE,True
A Full-Length Infectious cDNA Clone of Zika Virus from the 2015 Epidemic in Brazil as a Genetic Platform for Studies of Virus-Host Interactions and Vaccine Development,PMID_27555311,EXCLUDE,True
Development of a Zika Virus Infection Model in Cynomolgus Macaques,PMID_28066354,EXCLUDE,True
Evolution of codon usage in Zika virus genomes is host and vector specific,PMID_27729643,EXCLUDE,True
Could the Recent Zika Epidemic Have Been Predicted?,PMID_28747901,INCLUDE,True
Zika virus: An updated review of competent or naturally infected mosquitoes,PMID_29145400,EXCLUDE,True
Highly efficient maternal-fetal Zika virus transmission in pregnant rhesus macaques,PMID_28542585,EXCLUDE,True
"Interim Guidelines for Prevention of Sexual Transmission of Zika Virus — United States, 2016",PMID_26866485,EXCLUDE,True
First report of Aedes albopictus infected by Dengue and Zika virus in a rural outbreak in Brazil,PMID_32163449,EXCLUDE,True
The risk of sustained sexual transmission of Zika is underestimated,PMID_28934370,INCLUDE,True
Emergence of Epidemic Zika Virus Transmission and Congenital Zika Syndrome: Are Recently Evolved Traits to Blame?,PMID_28074023,EXCLUDE,True
Countering the Zika epidemic in Latin America,PMID_27417493,EXCLUDE,True
"Forecasting Zika Incidence in the 2016 Latin America Outbreak Combining Traditional Disease Surveillance with Search, Social Media, and News Report Data",PMID_28085877,INCLUDE,True
"Nonhuman Primate Models of Zika Virus Infection, Immunity, and Therapeutic Development",PMID_29267926,EXCLUDE,True
Vertical Transmission of Zika Virus in Aedes aegypti Mosquitoes,PMID_27573623,INCLUDE,True
Protective efficacy of Zika vaccine in AG129 mouse model,PMID_28401907,EXCLUDE,True
Zika in Rio de Janeiro: Assessment of basic reproduction number and comparison with dengue outbreaks,DOI_563d85a880f0,INCLUDE,True
Establishment of a mouse model for the complete mosquito-mediated transmission cycle of Zika virus,PMID_29668683,INCLUDE,True
Reassessing Serosurvey-Based Estimates of the Symptomatic Proportion of Zika Virus Infections,PMID_30165474,EXCLUDE,True
Thermal biology of mosquito‐borne disease,PMID_31286630,EXCLUDE,True
Human antibodies targeting Zika virus NS1 provide protection against disease in a mouse model,PMID_30385750,EXCLUDE,True
The influence of phylodynamic model specifications on parameter estimates of the Zika virus epidemic,PMID_29403651,INCLUDE,True
Sexual transmission of Zika virus enhances in utero transmission in a mouse model,PMID_29540804,EXCLUDE,True
"The epidemiology and transmissibility of Zika virus in Girardot and San Andres island, Colombia, September 2015 to January 2016",PMID_27452806,INCLUDE,True
Zika Virus: New Clinical Syndromes and Its Emergence in the Western Hemisphere,PMID_26962217,EXCLUDE,True
Modeling intra-mosquito dynamics of Zika virus and its dose-dependence confirms the low epidemic potential of Aedes albopictus,PMID_33382858,INCLUDE,True
"Outbreak of Exanthematous Illness Associated with Zika, Chikungunya, and Dengue Viruses, Salvador, Brazil",PMID_26584464,EXCLUDE,True
Zika Virus: What Have We Learnt Since the Start of the Recent Epidemic?,PMID_28878742,EXCLUDE,True
"Behavioral, climatic, and environmental risk factors for Zika and Chikungunya virus infections in Rio de Janeiro, Brazil, 2015-16",PMID_29145452,INCLUDE,True
Overview of Zika virus (ZIKV) infection in regards to the Brazilian epidemic,PMID_27143174,EXCLUDE,True
Emerging arboviruses and public health challenges in Brazil,PMID_27355468,EXCLUDE,True
Decision tree based ensemble machine learning model for the prediction of Zika virus T-cell epitopes as potential vaccine candidates,PMID_35552469,EXCLUDE,True
"Increase in Reported Prevalence of Microcephaly in Infants Born to Women Living in Areas with Confirmed Zika Virus Transmission During the First Trimester of Pregnancy — Brazil, 2015",PMID_26963593,INCLUDE,True
Antibody-dependent enhancement of severe dengue disease in humans,PMID_29097492,EXCLUDE,True
Estimated Incubation Period for Zika Virus Disease,PMID_28277198,INCLUDE,True
Vector competence and transovarial transmission of two <i>Aedes aegypti</i> strains to Zika virus,PMID_28442754,INCLUDE,True
Epidemiology of Zika Virus Infection,PMID_29267914,EXCLUDE,True
"Epidemiology of Zika virus, 1947–2007",PMID_28588942,INCLUDE,True
Defining the Risk of Zika and Chikungunya Virus Transmission in Human Population Centers of the Eastern United States,PMID_28095405,INCLUDE,True
Aedes hensilli as a Potential Vector of Chikungunya and Zika Viruses,PMID_25299181,EXCLUDE,True
"Zika virus displacement by a chikungunya outbreak in Recife, Brazil",PMID_29108009,EXCLUDE,True
Neuropathogenesis of Zika Virus in a Highly Susceptible Immunocompetent Mouse Model after Antibody Blockade of Type I Interferon,PMID_28068342,EXCLUDE,True
Propagating and Debunking Conspiracy Theories on Twitter During the 2015–2016 Zika Virus Outbreak,PMID_30020821,EXCLUDE,True
An amplicon-based sequencing framework for accurately measuring intrahost virus diversity using PrimalSeq and iVar,PMID_30621750,EXCLUDE,True
"Increased rates of Guillain-Barré syndrome associated with Zika virus outbreak in the Salvador metropolitan area, Brazil",PMID_28854206,INCLUDE,True
First outbreak of Zika virus in the continental United States: a modelling analysis,PMID_28933344,EXCLUDE,True
Guillain–Barré Syndrome (42 Cases) Occurring During a Zika Virus Outbreak in French Polynesia,PMID_27057874,INCLUDE,True
"Zika Virus Transmission — Region of the Americas, May 15, 2015–December 15, 2016",PMID_28358795,INCLUDE,True
"Concomitant Transmission of Dengue, Chikungunya, and Zika Viruses in Brazil: Clinical and Epidemiological Findings From Surveillance for Acute Febrile Illness",PMID_30561554,INCLUDE,True
Engineered resistance to Zika virus in transgenic <i>Aedes aegypti</i> expressing a polycistronic cluster of synthetic small RNAs,PMID_30723148,INCLUDE,True
Community engagement for COVID-19 prevention and control: a rapid evidence synthesis,PMID_33051285,EXCLUDE,True
Implication of vaccination against dengue for Zika outbreak,PMID_27774987,INCLUDE,True
Organotypic models of type III interferon-mediated protection from Zika virus infections at the maternal–fetal interface,PMID_28784796,EXCLUDE,True
History and Emergence of Zika Virus,PMID_29267917,EXCLUDE,True
"Estimating the effects of variation in viremia on mosquito susceptibility, infectiousness, and R0 of Zika in Aedes aegypti",PMID_30133450,INCLUDE,True
"An optimal control model for COVID‐19, zika, dengue, and chikungunya co‐dynamics with reinfection",PMID_36248678,INCLUDE,True
Real-time parameter estimation of Zika outbreaks using model averaging,PMID_28566102,INCLUDE,True
Epidemiological and ecological determinants of Zika virus transmission in an urban setting,DOI_c2b2fe1d096d,INCLUDE,True
Zika Virus Infection during Pregnancy in Mice Causes Placental Damage and Fetal Demise,DOI_058e17809b29,EXCLUDE,True
"Health and Development at Age 19–24 Months of 19 Children Who Were Born with Microcephaly and Laboratory Evidence of Congenital Zika Virus Infection During the 2015 Zika Virus Outbreak — Brazil, 2017",PMID_29240727,INCLUDE,True
"Dengue, chikungunya and zika virus coinfection: results of the national surveillance during the zika epidemic in Colombia",PMID_30869010,INCLUDE,True
"Suspected Female-to-Male Sexual Transmission of Zika Virus — New York City, 2016",PMID_27442327,EXCLUDE,True
Development and Characterization of Recombinant Virus Generated from a New World Zika Virus Infectious Clone,PMID_27795432,INCLUDE,True
Organoid modeling of Zika and herpes simplex virus 1 infections reveals virus-specific responses leading to microcephaly,PMID_33838105,EXCLUDE,True
"Vector competence of Aedes aegypti, Culex tarsalis, and Culex quinquefasciatus from California for Zika virus",PMID_29927940,INCLUDE,True
"Modeling Zika Virus Transmission Dynamics: Parameter Estimates, Disease Characteristics, and Prevention",PMID_31332269,INCLUDE,True
A Zika virus envelope mutation preceding the 2015 epidemic enhances virulence and fitness for transmission,PMID_32747564,EXCLUDE,True
"Spatio-temporal coherence of dengue, chikungunya and Zika outbreaks in Merida, Mexico",PMID_29543910,INCLUDE,True
"Early warning systems (EWSs) for chikungunya, dengue, malaria, yellow fever, and Zika outbreaks: What is the evidence? A scoping review",PMID_34529649,EXCLUDE,True
"Temperature and transmission of chikungunya, dengue, and Zika viruses: A systematic review of experimental studies on Aedes aegypti and Aedes albopictus",PMID_37719233,EXCLUDE,True
A mutation-mediated evolutionary adaptation of Zika virus in mosquito and mammalian host,PMID_34620704,EXCLUDE,True
Leveraging multiple data types to estimate the size of the Zika epidemic in the Americas,PMID_32986701,INCLUDE,True
A susceptible mouse model for Zika virus infection,DOI_8f3b9fa3eea9,EXCLUDE,True
Favipiravir and Ribavirin Inhibit Replication of Asian and African Strains of Zika Virus in Different Cell Models,PMID_29425176,EXCLUDE,True
Zika seroprevalence declines and neutralizing antibodies wane in adults following outbreaks in French Polynesia and Fiji,PMID_31987069,EXCLUDE,True
Impacts of Zika emergence in Latin America on endemic dengue transmission,PMID_31844054,INCLUDE,True
Perspectives on monoclonal antibody therapy as potential therapeutic intervention for Coronavirus disease-19 (COVID-19),PMID_32134278,EXCLUDE,True
Zika: the origin and spread of a mosquito-borne virus,PMID_27708473,EXCLUDE,True
Oropouche Fever: A Review,PMID_29617280,EXCLUDE,True
Zika Virus Encoding Nonglycosylated Envelope Protein Is Attenuated and Defective in Neuroinvasion,PMID_28931684,EXCLUDE,True
Zika might not be acting alone: Using an ecological study approach to investigate potential co-acting risk factors for an unusual pattern of microcephaly in Brazil,PMID_30110370,EXCLUDE,True
Zika Virus: Diagnostics for an Emerging Pandemic Threat,PMID_26888897,EXCLUDE,True
Case Fatality Rate Related to Microcephaly Congenital Zika Syndrome and Associated Factors: A Nationwide Retrospective Study in Brazil †,PMID_33138282,INCLUDE,True
"Epidemiology of the Zika virus outbreak in the Cabo Verde Islands, West Africa",DOI_9c6a2fad2da7,INCLUDE,True
"Seroprevalence of Dengue, Chikungunya and Zika at the epicenter of the congenital microcephaly epidemic in Northeast Brazil: A population-based survey",PMID_37399197,INCLUDE,True
Environmental and Social Change Drive the Explosive Emergence of Zika Virus in the Americas,PMID_28182667,EXCLUDE,True
Inhibition of autophagy limits vertical transmission of Zika virus in pregnant mice,PMID_28694387,EXCLUDE,True
Using information theory to optimise epidemic models for real-time prediction and estimation,PMID_32609732,EXCLUDE,True
Culex quinquefasciatus from Rio de Janeiro Is Not Competent to Transmit the Local Zika Virus,PMID_27598421,INCLUDE,True
New Vaccine Technologies to Combat Outbreak Situations,PMID_30283434,EXCLUDE,True
Modes of Transmission of Zika Virus,PMID_29267909,EXCLUDE,True
Human antibody responses after dengue virus infection are highly cross-reactive to Zika virus,PMID_27354515,EXCLUDE,True
"Zika Virus: Transmission, Detection, Control, and Prevention",PMID_28217114,EXCLUDE,True
Prevalence of Guillain-Barré syndrome among Zika virus infected cases: a systematic review and meta-analysis,PMID_29545017,INCLUDE,True
The impact of news exposure on collective attention in the United States during the 2016 Zika epidemic,PMID_32163409,EXCLUDE,True
Genomic Epidemiology of 2015–2016 Zika Virus Outbreak in Cape Verde,PMID_32441631,INCLUDE,True
Contemporary status of insecticide resistance in the major Aedes vectors of arboviruses infecting humans,PMID_28727779,EXCLUDE,True
Zika virus productively infects primary human placenta-specific macrophages,PMID_27595140,EXCLUDE,True
Live Births and Fertility Amid the Zika Epidemic in Brazil,PMID_32399856,EXCLUDE,True
Emerging and Re-emerging Vector-Borne Infectious Diseases and the Challenges for Control: A Review,PMID_34676194,EXCLUDE,True
Pyrethroid resistance in the dengue vector Aedes aegypti in Southeast Asia: present situation and prospects for management,PMID_29866193,EXCLUDE,True
Illustrating and homology modeling the proteins of the Zika virus,PMID_27746901,EXCLUDE,True
ICR suckling mouse model of Zika virus infection for disease modeling and drug validation,DOI_bcc01c2084dd,EXCLUDE,True
Novel and potent inhibitors targeting DHODH are broad-spectrum antivirals against RNA viruses including newly-emerged coronavirus SARS-CoV-2,PMID_32754890,EXCLUDE,True
Potential of a Northern Population of Aedes vexans (Diptera: Culicidae) to Transmit Zika Virus,PMID_28499036,INCLUDE,True
Dengue virus genomic variation associated with mosquito adaptation defines the pattern of viral non-coding RNAs and fitness in human cells,PMID_28264033,EXCLUDE,True
"Update: Ongoing Zika Virus Transmission — Puerto Rico, November 1, 2015–July 7, 2016",PMID_27490087,EXCLUDE,True
The role of urbanisation in the spread of Aedes mosquitoes and the diseases they transmit—A systematic review,PMID_34499653,INCLUDE,True
Hydrocephalus and arthrogryposis in an immunocompetent mouse model of ZIKA teratogeny: A developmental study,PMID_28231241,EXCLUDE,True
Zika Virus Transmission Through Blood Tissue Barriers,PMID_31333605,EXCLUDE,True
Real-Time Assessment of Health-Care Requirements During the Zika Virus Epidemic in Martinique,PMID_28200111,INCLUDE,True
"Investigation Into an Outbreak of Dengue-like Illness in Pernambuco, Brazil, Revealed a Cocirculation of Zika, Chikungunya, and Dengue Virus Type 1",PMID_27015222,INCLUDE,True
Comparative analysis of dengue and Zika outbreaks reveals differences by setting and virus,DOI_c47be28b5c24,INCLUDE,True
Computational and Mathematical Methods to Estimate the Basic Reproduction Number and Final Size for Single-Stage and Multistage Progression Disease Models for Zika with Preventative Measures,PMID_28894473,EXCLUDE,True
"Zika Virus Overview: Transmission, Origin, Pathogenesis, Animal Model and Diagnosis",PMID_34957474,EXCLUDE,True
Effects of multiple transmission pathways on Zika dynamics,PMID_30839920,INCLUDE,True
"Zika virus epidemiology: from Uganda to world pandemic, an update",PMID_29536828,EXCLUDE,True
Global reaction to the recent outbreaks of Zika virus: Insights from a Big Data analysis,PMID_28934352,EXCLUDE,True
"Estimating the subcritical transmissibility of the Zika outbreak in the State of Florida, USA, 2016",PMID_27829439,EXCLUDE,True
Prevention and Control Strategies to Counter ZIKA Epidemic,PMID_28293228,EXCLUDE,True
"Zika virus: An update on epidemiology, pathology, molecular biology, and animal model",PMID_27124623,EXCLUDE,True
Infection of epididymal epithelial cells and leukocytes drives seminal shedding of Zika virus in a mouse model,PMID_30070988,EXCLUDE,True
Using the Health Belief Model to Analyze Instagram Posts about Zika for Public Health Communications,PMID_30561302,EXCLUDE,True
Mathematical Analysis of Viral Replication Dynamics and Antiviral Treatment Strategies: From Basic Models to Age-Based Multi-Scale Modeling,PMID_30050523,EXCLUDE,True
Sequential Infection of Aedes aegypti Mosquitoes with Chikungunya Virus and Zika Virus Enhances Early Zika Virus Transmission,PMID_30513725,INCLUDE,True
Citizen science provides a reliable and scalable tool to track disease-carrying mosquitoes,PMID_29066710,EXCLUDE,True
Single Amino Acid Mutations Affect Zika Virus Replication In Vitro and Virulence In Vivo,PMID_33198111,EXCLUDE,True
An ecological assessment of the pandemic threat of Zika virus,DOI_3900793b9907,INCLUDE,True
Altered vector competence in an experimental mosquito-mouse transmission model of Zika infection,PMID_29505571,INCLUDE,True
"Vector Competence of<i>Aedes caspius</i>and<i>Ae. albopictus</i>Mosquitoes for Zika Virus, Spain",PMID_30666939,INCLUDE,True
Recent History of<i>Aedes aegypti</i>: Vector Genomics and Epidemiology Records,PMID_30464351,EXCLUDE,True
"Evolution of Two Major Zika Virus Lineages: Implications for Pathology, Immune Response, and Vaccine Development",PMID_30072993,EXCLUDE,True
Genomic and epidemiological characterisation of a dengue virus outbreak among blood donors in Brazil,PMID_29123142,EXCLUDE,True
Comparison of Chikungunya Virus and Zika Virus Replication and Transmission Dynamics in Aedes aegypti Mosquitoes,PMID_32431284,INCLUDE,True
Rational Engineering and Characterization of an mAb that Neutralizes Zika Virus by Targeting a Mutationally Constrained Quaternary Epitope,PMID_29746833,EXCLUDE,True
Culex mosquitoes are experimentally unable to transmit Zika virus,PMID_27605159,INCLUDE,True
Addressing Disease-Related Stigma During Infectious Disease Outbreaks,PMID_31156079,EXCLUDE,True
Mosquito-borne arboviruses of African origin: review of key viruses and vectors,PMID_29316963,EXCLUDE,True
High Rate of Non-Human Feeding by Aedes aegypti Reduces Zika Virus Transmission in South Texas,PMID_32316394,INCLUDE,True
Optimal Dynamic Prioritization of Scarce COVID-19 Vaccines,PMID_32995816,EXCLUDE,True
Comparing sources of mobility for modelling the epidemic spread of Zika virus in Colombia,PMID_35857744,INCLUDE,True
"Cost-effectiveness of Increasing Access to Contraception during the Zika Virus Outbreak, Puerto Rico, 2016",PMID_27805547,EXCLUDE,True
Small-Animal Models of Zika Virus,PMID_29267919,EXCLUDE,True
The 3.8 Å resolution cryo-EM structure of Zika virus,PMID_27033547,EXCLUDE,True
Mechanistic Modeling of SARS‐CoV‐2 and Other Infectious Diseases and the Effects of Therapeutics,PMID_33410134,EXCLUDE,True
Mapping the global geographic potential of Zika virus spread,PMID_27653360,INCLUDE,True
Zika virus infects human testicular tissue and germ cells,DOI_a1e056284436,EXCLUDE,True
"Screening of Blood Donations for Zika Virus Infection — Puerto Rico, April 3–June 11, 2016",PMID_27337368,INCLUDE,True
On the Seasonal Occurrence and Abundance of the Zika Virus Vector Mosquito Aedes Aegypti in the Contiguous United States,PMID_27066299,EXCLUDE,True
Viral Determinants and Vector Competence of Zika Virus Transmission,PMID_29875751,EXCLUDE,True
"Zika Virus Infects, Activates, and Crosses Brain Microvascular Endothelial Cells, without Barrier Disruption",PMID_29312238,EXCLUDE,True
A guinea pig model of Zika virus infection,PMID_28399888,EXCLUDE,True
"Guillain-Barré Syndrome During Ongoing Zika Virus Transmission — Puerto Rico, January 1–July 31, 2016",PMID_27584942,INCLUDE,True
Anopheles mosquitoes may drive invasion and transmission of Mayaro virus across geographically diverse regions,PMID_30403665,EXCLUDE,True
"Viral outbreaks involve destabilized evolutionary networks: evidence from Ebola, Influenza and Zika",PMID_28928377,EXCLUDE,True
"South-east Asian Zika virus strain linked to cluster of cases in Singapore, August 2016",PMID_27684526,EXCLUDE,True
"Women’s reproductive health knowledge, attitudes and practices in relation to the Zika virus outbreak in northeast Brazil",PMID_29298358,EXCLUDE,True
Aedes aegypti vector competence studies: A review,PMID_30465912,EXCLUDE,True
Dengue virus antibodies enhance Zika virus infection,PMID_28090318,EXCLUDE,True
Co-circulation and misdiagnosis led to underestimation of the 2015–2017 Zika epidemic in the Americas,PMID_33647014,EXCLUDE,True
A Lipidomics Approach in the Characterization of Zika-Infected Mosquito Cells: Potential Targets for Breaking the Transmission Cycle,PMID_27723844,EXCLUDE,True
"Global, regional, and national age-sex-specific mortality for 282 causes of death in 195 countries and territories, 1980–2017: a systematic analysis for the Global Burden of Disease Study 2017",PMID_30496103,EXCLUDE,True
"Mutations in ANKLE2, a ZIKA Virus Target, Disrupt an Asymmetric Cell Division Pathway in Drosophila Neuroblasts to Cause Microcephaly",PMID_31735666,EXCLUDE,True
Community Health Workers and Pandemic Preparedness: Current and Prospective Roles,PMID_30972316,EXCLUDE,True
Animal models of congenital zika syndrome provide mechanistic insight into viral pathogenesis during pregnancy,PMID_33091001,EXCLUDE,True
"Effectiveness of Wolbachia-infected mosquito deployments in reducing the incidence of dengue and other Aedes-borne diseases in Niterói, Brazil: A quasi-experimental study",PMID_34252106,INCLUDE,True
Molecular detection of Zika virus in blood and RNA load determination during the French Polynesian outbreak,PMID_27859375,INCLUDE,True
Fractional insights into Zika virus transmission: Exploring preventive measures from a dynamical perspective,DOI_beec1413c2f0,INCLUDE,True
Chloroquine inhibits Zika Virus infection in different cellular models,DOI_fbf798365adf,EXCLUDE,True
Zika Virus: the Latest Newcomer,PMID_27148186,EXCLUDE,True
Influence of herd immunity in the cyclical nature of arboviruses,PMID_32193135,EXCLUDE,True
Zika — another threat on the epidemiological map of the world,PMID_27029927,EXCLUDE,True
A single-dose live-attenuated vaccine prevents Zika virus pregnancy transmission and testis damage,PMID_28939807,EXCLUDE,True
"Update: Interim Guidance for Preconception Counseling and Prevention of Sexual Transmission of Zika Virus for Persons with Possible Zika Virus Exposure — United States, September 2016",PMID_30091965,EXCLUDE,True
Zika Virus Outbreak in Haiti in 2014: Molecular and Clinical Data,PMID_27111294,INCLUDE,True
Inferring <i>who-infected-whom-where</i> in the 2016 Zika outbreak in Singapore—a spatio-temporal model,PMID_31213175,INCLUDE,True
Vector competence of Australian Aedes aegypti and Aedes albopictus for an epidemic strain of Zika virus,PMID_30946747,INCLUDE,True
"Modelling the effective reproduction number of vector-borne diseases: the yellow fever outbreak in Luanda, Angola 2015–2016 as an example",PMID_32149023,EXCLUDE,True
